synthetic,t_decision,t_exec,ticker,event,side,limit_px,edge_c,tau_s,touch_age_s,ext_move_1s,attempt_ct,contracts,avg_px,fee_c,F_decision,settle,net_settle_c,net_1s_c,net_5s_c,net_10s_c,net_60s_c
True,1790252728250000000,1790252728271199684,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.82,0.374937,271.75,1.53,6.59875,10,10,0.82,1.0332,0.909789,1,16.9668,5.51172,4.72262,-1.58664,12.8806
True,1790252728750000000,1790252728790552499,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.8,1.51513,271.25,0.23,-7.75133,5,5,0.8,1.12,0.904187,1,18.88,5.46125,8.02087,-3.59107,15.547
True,1790252729250000000,1790252729299603761,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.16,0.681068,270.75,0.53,-12.0622,10,10,0.16,0.9408,0.0749252,0,15.0592,8.76914,8.73261,11.5323,0.751306
True,1790252732250000000,1790252732277723117,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.78,0.717156,267.75,0.13,4.29988,10,10,0.78,1.2012,0.882813,1,20.7988,8.55471,7.32101,2.21187,17.8526
True,1790252736250000000,1790252736281207998,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.13,0.32322,263.75,0.63,-7.5244,10,10,0.13,0.7917,0.0593066,0,12.2083,6.3107,8.72223,9.01431,3.72614
True,1790252737500000000,1790252737517977206,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.12,0.2267,262.5,0.98,-12.5858,10,10,0.12,0.7392,0.0543886,0,11.2608,7.40495,6.93685,7.95,0.636612
True,1790252741000000000,1790252741056510712,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.69,0.989513,259,0.38,5.04041,10,10,0.69,1.4973,0.801216,1,29.5027,9.36478,4.65818,5.74503,26.7115
True,1790252742500000000,1790252742551752006,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.72,0.241911,257.5,0.38,9.19679,10,10,0.706,1.45278,0.82463,1,27.9472,10.978,6.0523,7.27971,25.2292
True,1790252744000000000,1790252744046342713,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.09,0.007822,256,0.18,-7.00301,8,8,0.09,0.5733,0.0404655,0,8.4267,5.07047,4.804,4.58279,-2.00837
True,1790252745750000000,1790252745771704864,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.07,0.197639,254.25,0.33,-4.07955,10,10,0.07,0.4557,0.0306969,0,6.5443,3.13826,3.69998,2.30018,-3.13496
True,1790252748250000000,1790252748280817718,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.71,2.08409,251.75,0.23,12.4645,5,5,0.71,1.4413,0.833882,1,27.5587,5.97895,8.4725,11.7671,24.2902
True,1790252749750000000,1790252749762326323,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.08,0.663967,250.25,0.23,-12.5353,10,10,0.08,0.5152,0.0328135,0,7.4848,4.64044,4.20993,2.37611,-0.749382
True,1790252751750000000,1790252751796815343,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.69,0.484257,248.25,0.03,10.7155,10,10,0.69,1.4973,0.796127,1,29.5027,9.27277,13.0357,17.7124,26.1374
True,1790252753750000000,1790252753771679042,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.71,0.968767,246.25,0.53,3.9872,10,10,0.71,1.4413,0.822771,1,27.5587,6.99853,12.9407,15.8223,24.8017
True,1790252755750000000,1790252755768335142,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.74,0.207145,244.25,0.13,11.0652,10,10,0.74,1.3468,0.844608,1,24.6532,8.18571,13.6512,11.9458,22.6587
True,1790252756750000000,1790252756768255020,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.73,0.232686,243.25,0.23,5.12697,10,10,0.73,1.3797,0.835322,1,25.6203,8.02013,13.8296,14.7182,23.9136
True,1790252758000000000,1790252758027736735,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.08,0.0366814,242,1.28,0.388179,10,10,0.08,0.5152,0.0356169,0,7.4848,3.31909,2.54049,1.4062,-10.6422
True,1790252759500000000,1790252759553718048,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.75,1.95387,240.5,0.18,12.2588,10,0,,,0.869964,1,,,,,
True,1790252761500000000,1790252761530707603,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.11,1.22953,238.5,0.18,-12.6323,10,10,0.12,0.7392,0.0435809,0,11.2608,6.57429,6.47194,4.71303,-2.99206
True,1790252762750000000,1790252762765174935,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.78,0.441281,237.25,0.13,-4.32876,4,4,0.78,1.2012,0.881974,1,20.7988,9.06235,11.9005,15.4194,18.9622
True,1790252763250000000,1790252763287340580,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.11,0.197588,236.75,0.03,2.06537,10,10,0.11,0.6853,0.0489154,0,10.3147,5.70697,3.98011,-0.523817,-4.70793
True,1790252764500000000,1790252764535588946,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.11,0.54111,235.5,0.08,0.870797,10,10,0.11,0.6853,0.0470635,0,10.3147,5.86197,4.98194,1.26857,-3.81232
True,1790252765000000000,1790252765020766334,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.1,0.356685,235,0.18,-0.425781,10,10,0.1,0.63,0.04312,0,9.37,4.95349,3.66987,2.12673,-2.84752
True,1790252766000000000,1790252766027159679,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.1,0.146092,234,0.18,1.72443,10,10,0.1,0.63,0.0441666,0,9.37,4.37739,2.6244,2.75269,-2.8795
True,1790252766250000000,1790252766290341839,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.79,0.981804,233.75,0.13,3.24854,10,10,0.79,1.1613,0.894209,1,19.8387,11.0725,12.485,12.1821,17.9023
True,1790252767250000000,1790252767302166967,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.8,2.44887,232.75,0.13,14.2936,5,5,0.8,1.12,0.912334,1,18.88,10.6725,13.5456,11.7678,17.0497
True,1790252769500000000,1790252769534218669,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.13,1.24564,230.5,0.18,-4.46486,10,10,0.13,0.7917,0.0533306,0,12.2083,5.67015,3.16215,5.50925,2.99354
True,1790252770250000000,1790252770285124529,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.83,0.550587,229.75,0.03,7.52129,10,10,0.83,0.9877,0.919148,1,16.0123,8.65852,9.70528,9.50004,14.2329
True,1790252771000000000,1790252771025402901,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.84,0.540709,229,0.38,13.7549,6,6,0.84,0.9408,0.925515,1,15.0592,8.55305,7.94898,9.12347,13.5981
True,1790252772000000000,1790252772040350589,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.85,1.08963,228,0.28,9.57515,3,0,,,0.934936,1,,,,,
True,1790252774500000000,1790252774524424959,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.18,0.0988586,225.5,0.28,-10.9523,6,6,0.19,1.0773,0.0904658,0,17.9227,10.912,11.2236,8.02136,-2.70197
True,1790252777000000000,1790252777023648125,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.13,0.49728,223,0.08,-2.09415,10,10,0.13,0.7917,0.0572821,0,12.2083,5.75694,2.64821,4.34689,-4.11009
True,1790252777250000000,1790252777274212896,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.85,0.0979976,222.75,0.03,8.79519,1,1,0.85,0.8925,0.928873,1,14.1075,6.41048,9.45476,9.55508,12.9248
True,1790252778250000000,1790252778279373667,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.13,0.160373,221.75,1.33,-17.5181,10,10,0.13,0.7917,0.0592619,0,12.2083,5.12925,1.91727,2.36056,-8.15309
True,1790252779250000000,1790252779288855856,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.86,0.375632,220.75,0.03,16.8748,4,4,0.86,0.8428,0.936465,1,13.1572,6.64497,8.96714,10.2899,11.744
True,1790252780000000000,1790252780049793316,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.85,0.420368,220,0.28,2.2982,7,7,0.85,0.8925,0.931073,1,14.1075,8.17199,10.2411,11.5353,12.6535
True,1790252781000000000,1790252781023688712,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.85,2.01519,219,0.18,13.3709,10,0,,,0.94064,1,,,,,
True,1790252783500000000,1790252783531329356,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.91,0.00254073,216.5,0.48,3.83608,10,10,0.9,0.63,0.960029,1,9.37,5.08688,5.81352,6.48171,8.15711
True,1790252784750000000,1790252784774838515,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.91,0.345527,215.25,0.43,-6.45752,10,10,0.91,0.5733,0.961715,1,8.4267,3.7332,5.60727,5.68372,6.90588
True,1790252785500000000,1790252785531926632,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.2,2.08002,214.5,0.28,-10.6605,10,0,,,0.089539,0,,,,,
True,1790252787250000000,1790252787271367054,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.89,0.764155,212.75,0.03,11.7007,10,10,0.89,0.6853,0.954474,1,10.3147,6.22847,7.36848,7.04068,9.47471
True,1790252790500000000,1790252790518438750,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.23,1.71847,209.5,0.18,-10.8618,10,10,0.23,1.2397,0.114093,0,21.7603,6.95767,11.0583,11.6674,5.35733
True,1790252791750000000,1790252791814197920,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.93,1.05155,208.25,0.23,5.85704,10,10,0.93,0.4557,0.973397,1,6.5443,3.6736,2.87097,3.6685,5.63352
True,1790252795250000000,1790252795288414944,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.23,0.665018,204.75,0.03,-0.85628,3,3,0.23,1.2397,0.122681,0,21.7603,13.2782,12.3419,10.3784,5.72375
True,1790252796250000000,1790252796279872710,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.21,3.65449,203.75,0.03,-16.5125,10,10,0.21,1.1613,0.0848255,0,19.8387,8.93441,7.49092,9.94153,-1.70946
True,1790252797750000000,1790252797784392145,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.91,1.86994,202.25,0.13,12.2814,10,10,0.91,0.5733,0.968859,1,8.4267,4.68336,5.60937,5.49038,8.00785
True,1790252799000000000,1790252799025404836,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.18,1.22921,201,0.88,-22.5483,2,2,0.18,1.0332,0.0815472,0,16.9668,8.07561,6.53142,8.75013,-8.43
True,1790252800250000000,1790252800275834192,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.91,0.844709,199.75,0.03,10.0325,10,10,0.91,0.5733,0.964224,1,8.4267,5.66224,5.62869,4.77908,7.68406
True,1790252804250000000,1790252804270991636,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.94,0.0201824,195.75,1.23,5.75289,1,1,0.94,0.3948,0.973071,1,5.6052,2.80716,2.47821,2.8583,4.93909
True,1790252804750000000,1790252804780620416,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.22,1.05528,195.25,0.13,6.96844,8,8,0.22,1.2012,0.110899,0,20.7988,11.1197,12.5648,10.861,3.26621
True,1790252805500000000,1790252805530690784,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.21,1.43384,194.5,0.68,-4.79391,3,3,0.21,1.1613,0.10046,0,19.8387,10.1835,10.9624,7.66802,6.16597
True,1790252807250000000,1790252807294675595,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.19,0.0640455,192.75,0.53,-3.51295,10,10,0.19,1.0773,0.0963304,0,17.9227,8.85193,9.49032,-1.84338,2.14202
True,1790252807750000000,1790252807835219778,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.93,0.371069,192.25,0.53,-3.5773,10,0,,,0.970635,1,,,,,
True,1790252808250000000,1790252808275486414,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.19,0.82962,191.75,0.43,2.18898,10,10,0.19,1.0773,0.0907137,0,17.9227,8.56257,9.86313,-1.80701,-0.362752
True,1790252809500000000,1790252809536035085,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.93,0.183551,190.5,0.98,-3.04254,3,3,0.93,0.4557,0.969821,1,6.5443,3.32821,3.42439,4.88009,5.92696
True,1790252809750000000,1790252809771708656,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.18,1.05397,190.25,1.23,-0.320047,10,10,0.18,1.0332,0.0823434,0,16.9668,8.57513,7.02888,-0.600686,3.59622
True,1790252810750000000,1790252810770649843,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.18,0.816506,189.25,0.03,0.755999,10,10,0.18,1.0332,0.0839195,0,16.9668,8.70752,2.96328,1.59774,5.81719
True,1790252811750000000,1790252811810566461,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.92,0.325095,188.25,0.23,1.22055,2,2,0.92,0.5152,0.966345,1,7.4848,4.61844,5.77824,5.29988,6.94831
True,1790252812500000000,1790252812542291371,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.93,0.0144266,187.5,0.58,1.37704,10,4,0.93,0.4557,0.969118,1,6.5443,3.37431,4.98484,4.82949,6.08028
True,1790252813750000000,1790252813785160660,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.93,0.777928,186.25,1.83,-1.90774,10,9,0.93,0.4557,0.972429,1,6.5443,3.82923,4.9963,4.87851,6.05808
True,1790252814250000000,1790252814291229195,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.93,0.810474,185.75,2.33,-0.53719,10,0,,,0.97253,1,,,,,
True,1790252814750000000,1790252814781464152,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.93,0.875065,185.25,2.83,15.5663,10,10,0.93,0.4557,0.972848,1,6.5443,4.54986,4.98876,4.51647,6.02919
True,1790252819500000000,1790252819523270467,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.27,0.0835759,180.5,0.38,-5.69491,10,10,0.27,1.3797,0.162298,0,25.6203,8.55471,11.493,16.4053,17.3652
True,1790252820250000000,1790252820267837938,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.29,0.728069,179.75,0.03,2.6666,10,10,0.29,1.4413,0.17561,0,27.5587,13.0974,13.6951,14.7744,19.9505
True,1790252821250000000,1790252821274296288,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.27,1.90809,178.75,0.13,-8.84523,10,10,0.27,1.3797,0.144617,0,25.6203,12.7604,12.938,9.94616,19.984
True,1790252824500000000,1790252824579773627,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.25,0.328206,175.5,0.08,-8.23064,10,10,0.25,1.3125,0.141278,0,23.6875,9.87443,14.4736,3.0641,15.9446
True,1790252827000000000,1790252827028444249,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.23,1.30122,173,0.48,0.248521,5,5,0.23,1.2397,0.115829,0,21.7603,9.38354,-0.65413,5.44201,11.6963
True,1790252827250000000,1790252827271980027,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.96,0.247899,172.75,0.03,1.49125,10,10,0.96,0.2688,0.981694,1,3.7312,1.50327,2.59289,2.5485,3.24025
True,1790252827500000000,1790252827532265278,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.22,0.120872,172.5,0.08,-5.21741,3,3,0.22,1.2012,0.117755,0,20.7988,10.7944,-1.39032,1.72824,12.2765
True,1790252828000000000,1790252828013425240,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.23,0.354463,172,0.18,-8.16731,2,2,0.23,1.2397,0.123774,0,21.7603,12.1931,-4.09247,-0.42693,13.8628
True,1790252830000000000,1790252830023652616,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.95,1.29671,170,0.08,18.7222,10,10,0.95,0.3325,0.982188,1,4.6675,3.20643,3.71407,3.21337,4.10715
True,1790252832750000000,1790252832777344734,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.98,0.112359,167.25,0.93,8.24261,10,10,0.98,0.1372,0.990236,1,1.8628,0.798857,0.872608,0.36933,1.25274
True,1790252834250000000,1790252834268730239,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.33,1.39937,165.75,0.23,-8.53109,10,10,0.33,1.5477,0.211396,0,31.4523,5.09678,17.9008,21.5523,27.762
True,1790252836500000000,1790252836542844581,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.33,1.66398,163.5,0.08,-19.2916,3,3,0.33,1.5477,0.208254,0,31.4523,12.382,17.91,14.4882,27.8496
True,1790252838750000000,1790252838771159732,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.28,1.54192,161.25,0.13,-18.4321,10,10,0.28,1.4112,0.157348,0,26.5888,13.3925,13.0636,4.97802,23.6114
True,1790252841750000000,1790252841771084243,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.21,0.101753,158.25,0.33,-5.32045,7,7,0.21,1.1613,0.110027,0,19.8387,8.3462,1.33637,2.92774,15.6828
True,1790252842250000000,1790252842286248151,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.2,0.304336,157.75,0.43,-8.51841,10,10,0.2,1.12,0.101105,0,18.88,4.26122,-2.66767,4.70693,15.4494
True,1790252842750000000,1790252842807306841,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.23,1.41705,157.25,0.23,8.14172,4,4,0.23,1.2397,0.114929,0,21.7603,8.23585,-1.24312,9.02798,17.7379
True,1790252843250000000,1790252843296543296,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.97,0.640943,156.75,0.13,14.8178,10,10,0.97,0.2037,0.987761,1,2.7963,1.17403,1.96726,1.61209,2.3308
True,1790252844250000000,1790252844299166835,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.22,2.50124,155.75,0.23,-16.3181,1,1,0.22,1.2012,0.0990031,0,20.7988,6.84543,-0.44373,9.65061,17.6203
True,1790252846000000000,1790252846036839061,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.98,0.138456,154,0.08,5.93418,10,10,0.98,0.1372,0.990426,1,1.8628,0.941337,0.942488,1.10046,1.48351
True,1790252850250000000,1790252850279991535,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.29,0.0246905,149.75,0.13,-9.67512,5,5,0.29,1.4413,0.183148,0,27.5587,7.9921,11.522,10.621,26.667
True,1790252852250000000,1790252852307698160,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.26,1.25336,147.75,0.63,-14.8861,10,10,0.26,1.3468,0.141738,0,24.6532,13.3768,-7.89894,13.8438,23.9442
True,1790252854750000000,1790252854796858295,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.98,0.0620581,145.25,0.13,9.10613,10,10,0.98,0.1372,0.989972,1,1.8628,1.10128,1.22748,1.21387,1.24631
True,1790252858250000000,1790252858271531844,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.36,0.483974,141.75,0.03,-18.2193,2,2,0.36,1.6128,0.258973,0,34.3872,9.35342,19.4223,16.1017,33.5004
True,1790252863500000000,1790252863528384431,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.25,0.156046,136.5,1.08,16.0447,10,10,0.25,1.3125,0.142849,0,23.6875,5.98658,6.3481,5.26085,22.33
True,1790252865250000000,1790252865293813465,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.27,1.24169,134.75,0.03,-8.88383,10,10,0.27,1.3797,0.150956,0,25.6203,12.0641,14.7884,7.9409,24.2187
True,1790252869500000000,1790252869540287645,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.27,0.655315,130.5,0.38,-8.63503,10,10,0.27,1.3797,0.156545,0,25.6203,13.8171,6.99479,17.3655,25.2072
True,1790252873500000000,1790252873568890870,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.32,2.8235,126.5,0.08,-3.85207,10,0,,,0.184272,0,,,,,
True,1790252874500000000,1790252874523871034,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.3,0.692522,125.5,0.08,-1.5827,10,10,0.3,1.47,0.186263,0,28.53,13.6564,20.2749,20.7871,28.3697
True,1790252879000000000,1790252879025136724,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.18,2.17453,121,0.08,-7.87451,5,5,0.19,1.0773,0.0742627,0,17.9227,8.74315,11.1543,9.92124,17.8057
True,1790252880250000000,1790252880288473363,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.16,0.0214181,119.75,0.63,2.00894,10,10,0.16,0.9408,0.076082,0,15.0592,9.42292,6.96755,8.94604,14.9487
True,1790252880750000000,1790252880778239018,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.16,0.239986,119.25,1.13,-8.13398,10,10,0.16,0.9408,0.0744982,0,15.0592,9.74429,7.09656,8.83116,14.9672
True,1790252882500000000,1790252882524583344,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.15,1.18911,117.5,0.38,11.5101,10,10,0.15,0.8925,0.0628975,0,14.1075,5.46734,5.58523,8.58044,14.0485
True,1790252883750000000,1790252883799380368,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.16,0.184788,116.25,0.23,-1.80278,8,8,0.16,0.9408,0.0748131,0,15.0592,8.30286,7.88924,11.1049,15.022
True,1790252886250000000,1790252886262720372,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.18,1.59203,113.75,0.03,6.62153,10,10,0.18,1.0332,0.0782149,0,16.9668,8.4506,11.2385,13.1451,16.9498
True,1790252887750000000,1790252887792239307,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.2,3.95744,112.25,0.03,-7.54629,10,10,0.2,1.12,0.0750651,0,18.88,11.71,14.2374,15.0678,18.8621
True,1790252889250000000,1790252889317594084,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.17,3.59745,110.75,0.13,-8.19936,10,10,0.17,0.9877,0.0599835,0,16.0123,9.89914,12.322,12.9717,15.9967
True,1790252892750000000,1790252892782609947,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.13,2.27159,107.25,0.03,-3.91132,10,10,0.13,0.7917,0.0464259,0,12.2083,8.25399,8.39605,8.18593,12.1988
True,1790252897000000000,1790252897028897289,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.08,0.267197,103,0.98,-1.74529,10,10,0.08,0.5152,0.0333963,0,7.4848,4.14574,3.52499,5.77463,7.47908
True,1790252897750000000,1790252897785138856,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.09,0.183527,102.25,0.23,1.68009,2,2,0.09,0.5733,0.0381225,0,8.4267,5.44928,4.40433,6.64162,8.42128
True,1790252902000000000,1790252902016706177,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.1,0.784712,98,0.18,8.38671,10,10,0.1,0.63,0.0395981,0,9.37,5.65368,7.65983,8.70167,9.36766
True,1790252903000000000,1790252903025106812,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.09,0.358816,97,0.28,0.0265991,10,10,0.09,0.5733,0.0371632,0,8.4267,4.75632,6.9158,7.62971,8.4244
True,1790252906250000000,1790252906300577702,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.1,1.50677,93.75,0.03,-7.34579,3,3,0.1,0.63,0.0363928,0,9.37,7.4859,8.61707,8.78312,9.3687
True,1790252907500000000,1790252907529388114,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.08,4.39789,92.5,0.08,-5.93887,10,0,,,0.0164624,0,,,,,
True,1790252908250000000,1790252908287677013,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.03,0.806395,91.75,0.13,-8.91821,10,10,0.03,0.2037,0.0110356,0,2.7963,1.5923,1.88599,1.90949,2.79551
True,1790252910250000000,1790252910267752064,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.02,0.22698,89.75,0.03,-17.4122,2,2,0.02,0.1372,0.0089168,0,1.8628,1.10987,1.01181,0.571933,1.86233
True,1790252913750000000,1790252913785474658,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.98,0.369758,86.25,0.03,-3.15633,10,10,0.98,0.1372,0.991984,1,1.8628,1.24631,1.32736,1.60641,0.994801
True,1790252922250000000,1790252922285246435,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.04,1.03387,77.75,0.23,-8.88862,10,10,0.04,0.2688,0.0148551,0,3.7312,2.43704,2.92113,3.56086,3.73118
True,1790252924500000000,1790252924520067793,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.03,0.104935,75.5,0.78,8.57962,10,10,0.03,0.2037,0.0147471,0,2.7963,1.35429,2.38318,2.63602,2.79629
True,1790252925000000000,1790252925027181720,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.03,0.320608,75,1.28,-2.37982,10,10,0.03,0.2037,0.0136876,0,2.7963,1.51061,2.47386,2.63603,2.79629
True,1790252926750000000,1790252926779948999,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.02,0.115269,73.25,0.73,-10.2648,10,10,0.02,0.1372,0.0093714,0,1.8628,1.20395,1.68692,1.73514,1.86279
True,1790252947000000000,1790252947015224546,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.86,4.13959,53,0.08,4.01813,10,10,0.86,0.8428,0.960726,1,13.1572,11.1763,11.0358,12.1629,13.1572
True,1790252953250000000,1790252953272579697,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.97,0.971951,46.75,0.03,23.8832,10,10,0.97,0.2037,0.990655,1,2.7963,2.37925,2.08599,2.39611,2.7963
True,1790253088750000000,1790253088789618394,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.54,0.723221,811.25,0.23,-24.1165,10,10,0.54,1.7388,0.513075,1,-47.7388,2.01398,5.37064,8.35585,10.0347
True,1790253090000000000,1790253090031117112,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.52,0.378249,810,0.58,-4.45363,1,1,0.52,1.7472,0.498111,1,-49.7472,0.34302,6.41282,8.8487,9.24099
True,1790253102000000000,1790253102035234177,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.44,1.30047,798,0.18,5.84414,10,10,0.44,1.7248,0.474703,1,54.2752,1.60256,0.294065,0.720616,-9.74179
