synthetic,ts,ticker,event,side,px,contracts,fee,is_taker,F,tau_s,gross_edge_c,settle,to_settle_c,hedge_cost,hedge_pnl,net,net_c_per_ct,mo_0.1s_c,mo_0.5s_c,mo_1s_c,mo_5s_c,mo_10s_c,mo_30s_c,mo_60s_c,coid,order_id,trade_id,queue_ahead_ct,order_age_s,pos_before_ct,F_cycle,F_lo,F_hi,delta_btc,z,fv_age_s,mechanism,quote_position,q_eff_at_place_ct,modeled_value_c,policy,yes_px_c,queue_at_place_ct,quote_age_s,adv_ext_0.1s,adv_ext_0.5s,adv_ext_1s,adv_ext_5s,kalshi_imb_side,spread_ticks,venue_imb_adv,taker_ct_10s,taker_ct_60s,takers_against_10s,log_tau,abs_z,yes_px,sigma_ann,fv_edge_c,mkpx_0.1s_c,mkpx_0.5s_c,mkpx_1s_c,mkpx_5s_c,mkpx_10s_c,mkpx_30s_c,mkpx_60s_c,mkpx_settle_c,fee_c,net_mk_10s_c,net_mk_60s_c,adverse_10s_c,toxic
True,1790252245620000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,5,0.01,False,0.002208,754.38,1.7792,0,0.2208,0,0,0.09,1.8,-0,0.015,0.015,0.0228,0.0189,0.0327,-0.0199,synth-471,sim-o471,sim-f41,0,52.6277,-10,0.00212407,1.91225e-06,0.00439381,9.13996e-06,3.928,0.127681,queue,touch,174,1.0892,C,2,174,52.6277,-4.06225,-4.62309,-6.74728,-19.7854,1,,0,13,28,13,6.62589,3.928,0.02,0.50579,1.78759,1.7792,1.7942,1.7942,1.802,1.7981,1.8119,1.7593,2,0.2,1.5981,1.5593,0.0189,0
True,1790252251520000000,KXBTCD-26SEP241230-T83250,KXBTCD-26SEP241230,1,0.98,4,0,False,0.995929,748.48,1.5929,1,0.4071,0,0,0.08,2,0,-0.0151,-0.0151,0.0106,-0.012,0.0547,0.1963,synth-452,sim-o452,sim-f42,0,105.044,6,0.995843,0.991733,0.999953,2.02693e-05,-3.31904,0.0436546,queue,touch,142,0.68777,C,98,142,105.044,-0,4.11499,-2.21056,-13.3368,1,,-0,9,9,9,6.61801,3.31904,0.98,0.50579,1.58434,1.5929,1.5778,1.5778,1.6035,1.5809,1.6476,1.7892,2,0,1.5809,1.7892,-0.012,1
True,1790252252920000000,KXBTCD-26SEP241230-T83000,KXBTCD-26SEP241230,1,0.98,5,0.01,False,0.998602,747.08,1.8602,1,0.1398,0,0,0.09,1.8,0.0013,0.0013,0.0013,0.0095,0.0075,0.0271,0.0657,synth-445,sim-o445,sim-f43,0,113.478,10,0.998621,0.997088,1,5.50335e-06,-4.36141,0.427774,queue,touch,2,1.22111,C,98,2,113.478,4.03259,-1.13253,0.0160091,-0.0876173,1,,-0,8,9,8,6.61616,4.36141,0.98,0.50579,1.86205,1.8615,1.8615,1.8615,1.8697,1.8677,1.8873,1.9259,2,0.2,1.6677,1.7259,0.0075,0
True,1790252262320000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,2,0.01,False,0.001903,737.68,1.8097,0,0.1903,0,0,0.03,1.5,-0,-0.0076,-0.0076,-0.0125,-0.011,-0.0302,-0.0535,synth-522,sim-o522,sim-f44,0,12.8571,-15,0.00195711,1.21044e-06,0.00406612,8.39842e-06,4.00799,0.357135,queue,touch,7,1.19086,C,2,7,12.8571,-0.606804,1.58697,7.91967,-13.8445,1,,0,4,18,4,6.60346,4.00799,0.02,0.50579,1.80429,1.8097,1.8021,1.8021,1.7972,1.7987,1.7795,1.7562,2,0.5,1.2987,1.2562,-0.011,1
True,1790252278120000000,KXBTCD-26SEP241230-T84750,KXBTCD-26SEP241230,-1,0.02,3,0.01,False,0.00614,721.88,1.386,0,0.614,0,0,0.05,1.66667,-0,0.0202,0.0202,-0.0076,-0.1156,-0.3483,-0.1893,synth-520,sim-o520,sim-f45,0,29.1459,0,0.00615041,0.000212755,0.0118971,3.27125e-05,2.99556,0.145868,queue,touch,3,0.325854,C,2,3,29.1459,-5.82999,-8.32365,-8.3971,-21.9869,1,,0,4,4,4,6.58182,2.99556,0.02,0.50579,1.38496,1.386,1.4062,1.4062,1.3784,1.2704,1.0377,1.1967,2,0.333333,0.937067,0.863367,-0.1156,1
True,1790252278920000000,KXBTCD-26SEP241230-T83000,KXBTCD-26SEP241230,1,0.98,1,0.01,False,0.998698,721.08,1.8698,1,0.1302,0,0,0.01,1,0,0,0.0027,0.0186,0.0339,0.0569,0.0609,synth-524,sim-o524,sim-f46,0,25.9312,15,0.998698,0.997245,1,5.24021e-06,-4.42324,0.431223,queue,touch,20,1.30054,C,98,20,25.9312,3.05042,0.380574,3.63391,15.5397,1,,-0,2,10,2,6.58073,4.42324,0.98,0.50579,1.86981,1.8698,1.8698,1.8725,1.8884,1.9037,1.9267,1.9307,2,1,0.9037,0.9307,0.0339,0
True,1790252285120000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,1,0,False,0.001828,714.88,1.8172,0,0.1828,0,0,0.02,2,-0,-0.0094,-0.0094,-0.0322,-0.048,-0.0677,0.0142,synth-522,sim-o522,sim-f47,0,35.653,-17,0.00187081,9.31914e-07,0.00389472,8.20583e-06,4.05303,0.152953,queue,touch,7,1.19086,C,2,7,35.653,5.31509,10.1647,9.50379,22.4603,1,,0,1,19,1,6.57207,4.05303,0.02,0.495862,1.81292,1.8172,1.8078,1.8078,1.785,1.7692,1.7495,1.8314,2,0,1.7692,1.8314,-0.048,1
True,1790252296020000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,1,0,False,0.002224,703.98,1.7776,0,0.2224,0,0,0.02,2,-0,-0.0039,-0.0039,0.0111,-0.0172,0.001,0.0588,synth-522,sim-o522,sim-f48,0,46.5281,-18,0.00231304,3.00106e-06,0.00476336,1.06388e-05,3.84787,0.0281408,queue,touch,7,1.19086,C,2,7,46.5281,2.35925,10.6365,9.71304,16.1221,1,,0,11,30,11,6.55674,3.84787,0.02,0.495862,1.7687,1.7776,1.7737,1.7737,1.7887,1.7604,1.7786,1.8364,2,0,1.7604,1.8364,-0.0172,1
True,1790252296020000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,1,0,False,0.002224,703.98,1.7776,0,0.2224,0,0,0.02,2,-0,-0.0039,-0.0039,0.0111,-0.0172,0.001,0.0588,synth-522,sim-o522,sim-f49,0,46.5474,-19,0.00231304,3.00106e-06,0.00476336,1.06388e-05,3.84787,0.0474098,sweep,touch,7,1.19086,C,2,7,46.5474,0.685658,11.1532,11.0431,12.3671,1,,0,11,30,11,6.55671,3.84787,0.02,0.495862,1.7687,1.7776,1.7737,1.7737,1.7887,1.7604,1.7786,1.8364,2,0,1.7604,1.8364,-0.0172,1
True,1790252300020000000,KXBTCD-26SEP241230-T83000,KXBTCD-26SEP241230,1,0.98,4,0,False,0.999073,699.98,1.9073,1,0.0927,0,0,0.08,2,0,0.0033,0.0033,0.0144,0.017,0.0242,0.0216,synth-524,sim-o524,sim-f50,0,47.0339,16,0.999085,0.998036,1,3.54448e-06,-4.80955,0.0339226,queue,touch,20,1.30054,C,98,20,47.0339,-1.30831,-7.72295,-5.64323,6.56097,1,,-0,6,16,6,6.55103,4.80955,0.98,0.495862,1.90845,1.9073,1.9106,1.9106,1.9217,1.9243,1.9315,1.9289,2,0,1.9243,1.9289,0.017,0
True,1790252312020000000,KXBTCD-26SEP241230-T83000,KXBTCD-26SEP241230,1,0.99,5,0.01,False,0.999259,687.98,0.9259,1,0.0741,0,0,0.04,0.8,0,0,-0.001,0.0012,0.0044,-0.0058,0.0006,synth-545,sim-o546,sim-f51,0,11.5434,20,0.999259,0.998397,1,2.78032e-06,-5.05395,0.0433827,sweep,improve,0,0.401846,C,99,0,11.5434,-2.02192,-3.2468,-8.96949,0.579302,1,,-0,5,21,5,6.53373,5.05395,0.99,0.495862,0.925858,0.9259,0.9259,0.9249,0.9271,0.9303,0.9201,0.9265,1,0.2,0.7303,0.7265,0.0044,0
True,1790252314720000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,5,0.01,False,0.002443,685.28,1.7557,0,0.2443,0,0,0.09,1.8,-0,-0.0062,-0.0062,0.0193,0.0032,0.0807,0.1068,synth-544,sim-o544,sim-f52,0,18.2321,-20,0.00242894,3.86413e-06,0.0049866,1.14424e-05,3.80213,0.232127,queue,improve,0,1.12089,C,2,0,18.2321,2.06945,9.13909,5.12103,8.60826,1,,0,49,65,49,6.52981,3.80213,0.02,0.495862,1.75711,1.7557,1.7495,1.7495,1.775,1.7589,1.8364,1.8625,2,0.2,1.5589,1.6625,0.0032,0
True,1790252339720000000,KXBTCD-26SEP241230-T83250,KXBTCD-26SEP241230,1,0.98,5,0.01,False,0.997915,660.28,1.7915,1,0.2085,0,0,0.09,1.8,0,-0.0248,-0.0248,-0.0258,-0.0243,-0.0216,0.0536,synth-523,sim-o523,sim-f53,0,87.7666,10,0.99776,0.995382,0.999997,1.06263e-05,-3.87942,0.316601,queue,touch,2,0.749202,C,98,2,87.7666,3.75857,7.45826,23.6503,30.3848,1,,-0,6,6,6,6.49259,3.87942,0.98,0.495862,1.77595,1.7915,1.7667,1.7667,1.7657,1.7672,1.7699,1.8451,2,0.2,1.5672,1.6451,-0.0243,1
True,1790252344820000000,KXBTCD-26SEP241230-T84750,KXBTCD-26SEP241230,-1,0.03,5,0.01,False,0.005805,655.18,2.4195,0,0.5805,0,0,0.14,2.8,-0,-0.0229,-0.0229,0.0175,0.0089,0.0956,0.0024,synth-542,sim-o543,sim-f54,0,50.3333,-3,0.00604816,0.000199774,0.0117066,3.4569e-05,3.00969,0.333336,queue,behind,21,0.761429,C,3,21,50.3333,0,0.0859195,6.40383,-2.39235,1,,0,39,50,39,6.48489,3.00969,0.03,0.490965,2.39518,2.4195,2.3966,2.3966,2.437,2.4284,2.5151,2.4219,3,0.2,2.2284,2.2219,0.0089,0
True,1790252402220000000,KXBTCD-26SEP241230-T83500,KXBTCD-26SEP241230,1,0.98,5,0.01,False,0.995085,597.78,1.5085,1,0.4915,0,0,0.09,1.8,0,0,-0.0425,0,0.0028,0.071,-0.0228,synth-593,sim-o594,sim-f55,0,11.7382,0,0.995085,0.990341,0.999908,2.88822e-05,-3.18012,0.238245,queue,touch,5,0.390726,C,98,5,11.7382,-0,-3.38205,-8.56883,-24.6897,1,,-0,7,100,7,6.39319,3.18012,0.98,0.48413,1.50848,1.5085,1.5085,1.466,1.5085,1.5113,1.5795,1.4857,2,0.2,1.3113,1.2857,0.0028,0
True,1790252534520000000,KXBTCD-26SEP241230-T83250,KXBTCD-26SEP241230,1,0.98,5,0.01,False,0.999022,465.48,1.9022,1,0.0978,0,0,0.09,1.8,0,-0.0027,-0.0027,0.0134,0.0214,0.0343,0.0428,synth-666,sim-o666,sim-f56,0,17.0242,15,0.999006,0.997905,1,5.17155e-06,-4.78301,0.0241507,queue,touch,12,1.36403,C,98,12,17.0242,1.13704,4.50442,7.58967,1.57789,1,,-0,6,24,6,6.14306,4.78301,0.98,0.471724,1.90058,1.9022,1.8995,1.8995,1.9156,1.9236,1.9365,1.945,2,0.2,1.7236,1.745,0.0214,0
True,1790253016920000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,3,0.01,False,0.9952,883.08,1.52,1,0.48,0,0,0.05,1.66667,0.0048,0.0048,0.0048,0.0207,-0.001,0.0724,0.1365,synth-804,sim-o809,sim-f57,0,1.93542,0,0.99523,0.990594,0.999917,1.79559e-05,-3.20094,0.435419,sweep,touch,9,0.643126,C,98,9,1.93542,-0.54623,3.35179,-1.15928,-17.3192,1,,-0,4,15,4,6.7834,3.20094,0.98,0.604125,1.52299,1.5248,1.5248,1.5248,1.5407,1.519,1.5924,1.6565,2,0.333333,1.18567,1.32317,-0.001,1
True,1790253022120000000,KXBTCD-26SEP241245-T83500,KXBTCD-26SEP241245,-1,0.99,4,0.01,False,0.958917,877.88,3.1083,1,-4.1083,0,0,-0.05,-1.25,-0,-0,-0.0765,0.1728,0.0973,-0.348,-0.5988,synth-818,sim-o818,sim-f58,0,2.63438,0,0.958917,0.917818,0.975226,0.000207434,-1.66943,0.13438,queue,touch,3,1.00264,C,99,3,2.63438,0,12.3016,10.9251,11.7072,0.733333,3,0,7,7,7,6.77749,1.66943,0.99,0.604125,3.10828,3.1083,3.1083,3.0318,3.2811,3.2056,2.7603,2.5095,-1,0.25,2.9556,2.2595,0.0973,0
True,1790253055820000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,3,0.01,False,0.005529,844.18,1.4471,0,0.5529,0,0,0.05,1.66667,-0,0.0142,0.0142,-0.0199,0.0324,0.0392,0.1723,synth-805,sim-o803,sim-f59,0,40.8364,0,0.00539836,0.000133089,0.0105482,2.12944e-05,3.09952,0.336448,queue,touch,13,0.507464,C,2,13,40.8364,0.819959,-0.380243,-4.51089,-5.9195,1,,0,4,4,4,6.73835,3.09952,0.02,0.604125,1.46016,1.4471,1.4613,1.4613,1.4272,1.4795,1.4863,1.6194,2,0.333333,1.14617,1.28607,0.0324,0
True,1790253063720000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,2,0,False,0.996101,836.28,1.6101,1,0.3899,0,0,0.04,2,0,-0.0065,-0.0065,0.0484,0.0638,-0.0513,-0.0054,synth-804,sim-o809,sim-f60,0,48.7435,3,0.996026,0.992069,0.999961,1.49843e-05,-3.35607,0.243549,queue,touch,9,0.643126,C,98,9,48.7435,1.00463,1.46002,4.70683,8.11878,1,,-0,12,16,12,6.72894,3.35607,0.98,0.603278,1.60259,1.6101,1.6036,1.6036,1.6585,1.6739,1.5588,1.6047,2,0,1.6739,1.6047,0.0638,0
True,1790253066720000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,2,0,False,0.005439,833.28,1.4561,0,0.5439,0,0,0.04,2,-0,-0.0293,-0.0293,-0.1132,-0.0273,0.1922,0.157,synth-805,sim-o803,sim-f61,0,51.7409,-3,0.00562751,0.000155136,0.0109615,2.25569e-05,3.06586,0.240865,queue,touch,13,0.507464,C,2,13,51.7409,1.03666,3.28308,15.9465,20.0818,1,,0,12,16,12,6.72534,3.06586,0.02,0.603278,1.43725,1.4561,1.4268,1.4268,1.3429,1.4288,1.6483,1.6131,2,0,1.4288,1.6131,-0.0273,1
True,1790253090320000000,KXBTCD-26SEP241245-T83500,KXBTCD-26SEP241245,-1,0.99,1,0.01,False,0.957531,809.68,3.2469,1,-4.2469,0,0,-0.02,-2,-0,-0.2034,-0.2034,0.8551,1.2207,-0.2167,0.5729,synth-873,sim-o872,sim-f62,0,10.3428,-4,0.957531,0.915131,0.973761,0.00022592,-1.6485,0.342818,queue,improve,0,0.124344,C,99,0,10.3428,4.19341,7.68472,2.58954,-42.103,-0.952381,3,0,1,75,1,6.69661,1.6485,0.99,0.603278,3.24694,3.2469,3.0435,3.0435,4.102,4.4676,3.0302,3.8198,-1,1,3.4676,2.8198,1.2207,0
True,1790253095120000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.003602,804.88,1.6398,0,0.3602,0,0,0.09,1.8,-0,-0,0.0085,0.0247,-0.0172,0.0134,0.0934,synth-858,sim-o857,sim-f63,0,28.1248,-5,0.00360185,2.57342e-05,0.00723446,1.3659e-05,3.44191,0.124766,queue,touch,26,0.450961,C,2,26,28.1248,-2.98594,-13.0831,-18.7446,-42.9509,1,,0,11,27,11,6.69069,3.44191,0.02,0.603278,1.63982,1.6398,1.6398,1.6483,1.6645,1.6226,1.6532,1.7332,2,0.2,1.4226,1.5332,-0.0172,1
True,1790253114420000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,4,0.01,False,0.995887,785.58,1.5887,1,0.4113,0,0,0.07,1.75,0.0023,0.0023,0.0023,0.0141,0.016,-0.0023,-0.0267,synth-855,sim-o854,sim-f64,0,50.4348,5,0.995869,0.991777,0.999954,1.62625e-05,-3.32376,0.434807,queue,touch,239,0.804014,C,98,239,50.4348,-0.313439,-5.1196,-1.7595,-9.39718,1,,-0,5,18,5,6.6664,3.32376,0.98,0.603278,1.58693,1.591,1.591,1.591,1.6028,1.6047,1.5864,1.562,2,0.25,1.3547,1.312,0.016,0
True,1790253118520000000,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.48,3,0.02,False,0.490852,781.48,1.0852,1,50.9148,0,0,1.54,51.3333,0,0.5479,0.5479,-1.9317,2.8447,-8.1143,-9.5727,synth-922,sim-o921,sim-f65,0,1.53323,0,0.490852,0.489239,0.493925,0.00168879,0.018282,0.0332304,sweep,improve,0,0.558083,C,48,0,1.53323,-0,-2.76289,-3.87183,-15.2608,0.90625,3,-0,3,405,3,6.66117,0.018282,0.48,0.603278,1.0852,1.0852,1.6331,1.6331,-0.8465,3.9299,-7.0291,-8.4875,52,0.666667,3.26323,-9.15417,2.8447,0
True,1790253118620000000,KXBTCD-26SEP241245-T83500,KXBTCD-26SEP241245,-1,0.99,1,0.01,False,0.958956,781.38,3.1044,1,-4.1044,0,0,-0.02,-2,-0,-0,-0.0742,0.0358,-0.517,0.7839,0.682,synth-909,sim-o908,sim-f66,0,16.6429,-5,0.958956,0.917844,0.975238,0.000222415,-1.66961,0.142904,queue,behind,12,0.379219,C,99,12,16.6429,0,1.90641,3.42542,15.2608,-0.373134,3,0,18,84,2,6.66103,1.66961,0.99,0.603278,3.10445,3.1044,3.1044,3.0302,3.1402,2.5874,3.8883,3.7864,-1,1,1.5874,2.7864,-0.517,1
True,1790253156820000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,1,0.01,False,0.002513,743.18,1.7487,0,0.2513,0,0,0.01,1,-0,-0.0124,-0.0124,0.0023,0.0053,0.0135,-0.0177,synth-898,sim-o896,sim-f67,0,61.3338,-10,0.00258857,5.39085e-06,0.00529783,9.7769e-06,3.74113,0.333773,queue,touch,115,0.878315,C,2,115,61.3338,0,5.55344,9.98705,-5.15926,1,,0,2,2,2,6.61092,3.74113,0.02,0.595028,1.74114,1.7487,1.7363,1.7363,1.751,1.754,1.7622,1.731,2,1,0.754,0.731,0.0053,0
True,1790253158820000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,4,0,False,0.002606,741.18,1.7394,0,0.2606,0,0,0.08,2,-0,0.0011,0.0011,0.0238,0.0339,0.0203,-0.0016,synth-898,sim-o896,sim-f68,0,63.3298,-11,0.00262794,5.81413e-06,0.00537383,9.96784e-06,3.72716,0.32979,queue,touch,115,0.878315,C,2,115,63.3298,-3.27225,-3.16929,-10.0035,-18.7782,1,,0,36,36,36,6.60823,3.72716,0.02,0.595028,1.73721,1.7394,1.7405,1.7405,1.7632,1.7733,1.7597,1.7378,2,0,1.7733,1.7378,0.0339,0
True,1790253160620000000,KXBTCD-26SEP241245-T83500,KXBTCD-26SEP241245,-1,0.98,4,0.01,False,0.94971,739.38,3.029,1,-5.029,0,0,-0.09,-2.25,-0,0.3058,0.3058,0.3822,0.623,-0.6721,-1.8967,synth-960,sim-o959,sim-f69,0,2.63977,-6,0.949053,0.899598,0.967002,0.000292475,-1.53586,0.139772,queue,touch,9,0.830519,C,98,9,2.63977,0,-2.41229,-2.63656,7.48005,0.647059,3,0,5,23,5,6.60579,1.53586,0.98,0.595028,3.09469,3.029,3.3348,3.3348,3.4112,3.652,2.3569,1.1323,-2,0.25,3.402,0.8823,0.623,0
True,1790253170720000000,KXBTCD-26SEP241245-T83500,KXBTCD-26SEP241245,-1,0.98,5,0.01,False,0.94348,729.28,3.652,1,-5.652,0,0,-0.11,-2.2,-0,-0,-0.2638,-0.1803,-1.0774,-1.9007,-2.5076,synth-967,sim-o966,sim-f70,0,6.2382,-10,0.94348,0.889963,0.96286,0.000329159,-1.47232,0.238202,queue,touch,7,0.581672,C,98,7,6.2382,-0.423268,0.995282,1.14122,-11.2714,0.113924,5,0,49,72,31,6.59203,1.47232,0.98,0.595028,3.65201,3.652,3.652,3.3882,3.4717,2.5746,1.7513,1.1444,-2,0.2,2.3746,0.9444,-1.0774,1
True,1790253185220000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.006643,714.78,1.3357,0,0.6643,0,0,0.09,1.8,-0,-0,-0.0172,-0.0125,-0.063,-0.1595,-0.0714,synth-955,sim-o956,sim-f71,0,29.2353,0,0.00664262,0.000278368,0.0127713,3.04959e-05,2.93445,0.235329,queue,touch,1,0.251083,C,2,1,29.2353,4.03059,6.02996,5.22729,-3.67339,1,,0,12,13,12,6.57195,2.93445,0.02,0.587052,1.33574,1.3357,1.3357,1.3185,1.3232,1.2727,1.1762,1.2643,2,0.2,1.0727,1.0643,-0.063,1
True,1790253193420000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.007106,706.58,1.2894,0,0.7106,0,0,0.09,1.8,-0,-0,0.0225,-0.0195,-0.0315,-0.0051,-0.0747,synth-980,sim-o979,sim-f72,0,7.93379,-5,0.00710562,0.000349863,0.0135879,3.31936e-05,2.8816,0.433791,queue,touch,57,0.298381,C,2,57,7.93379,-2.25149,-6.00533,-5.12261,13.2564,1,,0,24,24,24,6.56042,2.8816,0.02,0.587052,1.28944,1.2894,1.2894,1.3119,1.2699,1.2579,1.2843,1.2147,2,0.2,1.0579,1.0147,-0.0315,1
True,1790253206120000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.002703,693.88,1.7297,0,0.2703,0,0,0.09,1.8,-0,-0,-0.0095,0.0057,0.0013,0.0407,0.0159,synth-962,sim-o961,sim-f73,0,47.1595,-15,0.00270327,6.6562e-06,0.00551925,1.08014e-05,3.70215,0.159463,queue,touch,34,1.05638,C,2,34,47.1595,2.10251,-1.82235,2.21376,23.1192,1,,0,11,47,11,6.54224,3.70215,0.02,0.587052,1.72967,1.7297,1.7297,1.7202,1.7354,1.731,1.7704,1.7456,2,0.2,1.531,1.5456,0.0013,0
True,1790253214620000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,4,0.01,False,0.002818,685.38,1.7182,0,0.2818,0,0,0.07,1.75,-0,0.0099,0.0099,0.0184,0.0487,0.0426,0.0604,synth-995,sim-o994,sim-f74,0,8.13129,-20,0.00274205,7.13154e-06,0.00559167,1.10638e-05,3.68922,0.131291,queue,touch,1,1.0185,C,2,1,8.13129,0,-3.13095,-5.79456,17.8643,1,,0,45,81,45,6.52996,3.68922,0.02,0.587052,1.72579,1.7182,1.7281,1.7281,1.7366,1.7669,1.7608,1.7786,2,0.25,1.5169,1.5286,0.0487,0
True,1790253214620000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,1,0,False,0.002818,685.38,1.7182,0,0.2818,0,0,0.02,2,-0,0.0099,0.0099,0.0184,0.0487,0.0426,0.0604,synth-995,sim-o994,sim-f75,0,8.13353,-24,0.00274205,7.13154e-06,0.00559167,1.10638e-05,3.68922,0.133529,sweep,touch,1,1.0185,C,2,1,8.13353,0,-3.13095,-5.79456,17.8643,1,,0,45,81,45,6.52995,3.68922,0.02,0.587052,1.72579,1.7182,1.7281,1.7281,1.7366,1.7669,1.7608,1.7786,2,0,1.7669,1.7786,0.0487,0
True,1790253260020000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,1,0.01,False,0.997944,639.98,1.7944,1,0.2056,0,0,0.01,1,0,0,0.004,0.0205,0.0122,0.0131,0.0626,synth-918,sim-o917,sim-f76,0,145.547,9,0.997944,0.995741,0.999998,8.28692e-06,-3.9627,0.0469879,queue,touch,149,0.780106,C,98,149,145.547,0.891313,-2.34863,3.33411,3.08424,1,,-0,2,2,2,6.46139,3.9627,0.98,0.577411,1.79437,1.7944,1.7944,1.7984,1.8149,1.8066,1.8075,1.857,2,1,0.8066,0.857,0.0122,0
True,1790253263220000000,KXBTCD-26SEP241245-T83250,KXBTCD-26SEP241245,1,0.98,5,0.01,False,0.994008,636.78,1.4008,1,0.5992,0,0,0.09,1.8,0,0,-0.0017,0.0216,-0.0049,0.0507,0.1324,synth-1033,sim-o1031,sim-f77,0,10.7343,0,0.994008,0.988391,0.999807,2.92637e-05,-3.01735,0.234272,queue,touch,12,0.45755,C,98,12,10.7343,-0,-2.16082,-3.46202,-13.0037,1,,-0,12,52,12,6.4564,3.01735,0.98,0.577411,1.40078,1.4008,1.4008,1.3991,1.4224,1.3959,1.4515,1.5332,2,0.2,1.1959,1.3332,-0.0049,1
True,1790253278220000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,4,0,False,0.998275,621.78,1.8275,1,0.1725,0,0,0.08,2,0,0,0.0022,-0.0008,-0.0084,0.028,0.0185,synth-918,sim-o917,sim-f78,0,163.731,10,0.998275,0.996396,0.999999,6.8418e-06,-4.13662,0.231385,queue,touch,149,0.780106,C,98,149,163.731,1.4333,-4.81718,-16.8313,-23.6254,1,,-0,10,12,10,6.43257,4.13662,0.98,0.577411,1.82746,1.8275,1.8275,1.8297,1.8267,1.8191,1.8555,1.846,2,0,1.8191,1.846,-0.0084,1
True,1790253288720000000,KXBTCD-26SEP241245-T83250,KXBTCD-26SEP241245,1,0.98,4,0.01,False,0.994476,611.28,1.4476,1,0.5524,0,0,0.07,1.75,0,-0.0107,-0.0107,0.0039,0.038,0.1015,0.0234,synth-1042,sim-o1041,sim-f79,0,23.2359,5,0.994471,0.989228,0.999856,2.7303e-05,-3.08273,0.235864,sweep,touch,3,0.599586,C,98,3,23.2359,5.08255,-0.531661,3.76861,25.3014,1,,-0,5,57,5,6.41553,3.08273,0.98,0.577411,1.44706,1.4476,1.4369,1.4369,1.4515,1.4856,1.5491,1.471,2,0.25,1.2356,1.221,0.038,0
True,1790253293720000000,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.47,5,0.03,False,0.532657,606.28,6.2657,1,46.7343,0,0,2.62,52.4,0,-0.2095,-0.4211,0.0613,4.5531,-3.5625,-15.7754,synth-1061,sim-o1060,sim-f80,0,2.25195,3,0.532657,0.521676,0.538392,0.00201863,-0.065272,0.251954,queue,behind,84,0.767116,C,47,84,2.25195,-0.443452,-0.347494,-0.764842,-4.2211,0.185185,5,-0,38,598,29,6.40729,0.065272,0.47,0.577411,6.26567,6.2657,6.0562,5.8446,6.327,10.8188,2.7032,-9.5097,53,0.6,10.2188,-10.1097,4.5531,0
True,1790253295320000000,KXBTCD-26SEP241245-T83250,KXBTCD-26SEP241245,1,0.98,1,0.01,False,0.99446,604.68,1.446,1,0.554,0,0,0.01,1,0,0,-0.0011,0.0475,0.1241,0.0858,-0.0556,synth-1062,sim-o1061,sim-f81,0,1.84382,9,0.99446,0.989205,0.999855,2.7538e-05,-3.08128,0.343817,queue,touch,1,0.541185,C,98,1,1.84382,-0.546723,1.03918,5.27566,-0.584759,1,,-0,12,64,12,6.40466,3.08128,0.98,0.577411,1.44602,1.446,1.446,1.4449,1.4935,1.5701,1.5318,1.3904,2,1,0.5701,0.3904,0.1241,0
