synthetic,ts,ticker,event,side,px,contracts,fee,is_taker,F,tau_s,gross_edge_c,settle,to_settle_c,hedge_cost,hedge_pnl,net,net_c_per_ct,mo_0.1s_c,mo_0.5s_c,mo_1s_c,mo_5s_c,mo_10s_c,mo_30s_c,mo_60s_c,event_ticker,expiration_ns,day,weekend,rv_1h,fv_status,flow_status,coid,order_id,trade_id,queue_ahead_ct,order_age_s,pos_before_ct,F_cycle,F_lo,F_hi,delta_btc,z,fv_age_s,mechanism,quote_position,q_eff_at_place_ct,modeled_value_c,policy,yes_px_c,queue_at_place_ct,quote_age_s,adv_ext_0.1s,adv_ext_0.5s,adv_ext_1s,adv_ext_5s,kalshi_imb_side,spread_ticks,venue_imb_adv,taker_ct_10s,taker_ct_60s,takers_against_10s,log_tau,abs_z,yes_px,sigma_ann,fv_edge_c,t_match,at_match,mkpx_0.1s_c,mkpx_0.5s_c,mkpx_1s_c,mkpx_5s_c,mkpx_10s_c,mkpx_30s_c,mkpx_60s_c,mkpx_settle_c,fee_c,net_mk_10s_c,net_mk_60s_c,adverse_10s_c,toxic
True,1790252125900000000,KXBTCD-26SEP241230-T83000,exp 2026-09-24T12:30:00Z,1,0.98,1,0,False,0.997837,874.1,1.7837,1,0.2163,0,0,0.02,2,0.0066,0.0066,0.0066,0.0135,0.0216,0.0432,0.0666,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.674467,n/a,defaults,synth-419,sim-o423,sim-f35,0,10.9217,2.99,0.997851,0.995554,0.999998,8.39349e-06,-3.91354,0.421747,sweep,touch,21,1.13749,B,98,21,10.92,-0,-2.58396,-4.85131,-10.3852,1,,-0,3,3,3,6.77317,3.91354,0.98,0.520236,1.78514,1790252125920000000,1,1.7903,1.7903,1.7903,1.7972,1.8053,1.8269,1.8503,2,0,1.8053,1.8503,0.0216,0
True,1790252128200000000,KXBTCD-26SEP241230-T83000,exp 2026-09-24T12:30:00Z,1,0.98,1.01,0.0002,False,0.998,871.8,1.8,1,0.2,0,0,0.02,1.9802,0,0,-0.0089,0.0075,0.0062,0.0176,0.0348,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.674467,n/a,defaults,synth-419,sim-o423,sim-f36,0,13.22,3.99,0.998,0.995846,0.999999,7.71844e-06,-3.98303,0.22,queue,touch,21,1.13749,B,98,21,13.22,1.56423,9.58473,6.67775,-12.7986,1,,-0,4,4,4,6.77054,3.98303,0.98,0.520236,1.80004,1790252128220000000,1,1.8,1.8,1.7911,1.8075,1.8062,1.8176,1.8348,2,0.019802,1.7864,1.815,0.0062,0
True,1790252134800000000,KXBTCD-26SEP241230-T83000,exp 2026-09-24T12:30:00Z,1,0.98,5,0.01,False,0.998004,865.2,1.8004,1,0.1996,0,0,0.09,1.8,0,0.0049,0.0049,0.0072,0.0269,0.028,0.0305,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.674467,n/a,defaults,synth-446,sim-o446,sim-f37,0,6.32167,5,0.998052,0.99595,0.999999,7.51167e-06,-4.00891,0.321669,queue,touch,35,1.16555,B,98,35,6.32,0.305272,1.69998,-4.35713,-8.19388,1,,-0,10,10,10,6.76294,4.00891,0.98,0.520236,1.80525,1790252134820000000,1,1.8004,1.8053,1.8053,1.8076,1.8273,1.8284,1.8309,2,0.2,1.6273,1.6309,0.0269,0
True,1790252146400000000,KXBTCD-26SEP241230-T83250,exp 2026-09-24T12:30:00Z,1,0.98,5,0.01,False,0.995456,853.6,1.5456,1,0.4544,0,0,0.09,1.8,0,0,-0.0018,-0.007,-0.0487,-0.058,-0.0258,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.674467,n/a,defaults,synth-420,sim-o425,sim-f38,0,31.42,0,0.995456,0.991009,0.999932,2.05307e-05,-3.24201,0.42,queue,touch,8,0.338088,B,98,8,31.42,-0,-4.06387,-14.1718,-8.7012,1,,-0,0,40,0,6.74944,3.24201,0.98,0.520236,1.54563,1790252146420000000,1,1.5456,1.5456,1.5438,1.5386,1.4969,1.4876,1.5198,2,0.2,1.2969,1.3198,-0.0487,1
True,1790252164600000000,KXBTCD-26SEP241230-T83250,exp 2026-09-24T12:30:00Z,1,0.98,1.99,0.0098,False,0.995018,835.4,1.5018,1,0.4982,0,0,0.03,1.50754,0,0.0048,0.0048,0.0092,0.0488,-0.0032,0.01,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.659594,n/a,defaults,synth-463,sim-o463,sim-f39,0,18.12,5,0.9951,0.990358,0.999908,2.29236e-05,-3.17923,0.12,queue,touch,142,0.687777,B,98,142,18.12,-4.60042,-6.02607,-10.3384,-1.76605,1,,-0,0,50,0,6.72789,3.17923,0.98,0.512219,1.50997,1790252164620000000,1,1.5018,1.5066,1.5066,1.511,1.5506,1.4986,1.5118,2,0.492462,1.05814,1.01934,0.0488,0
True,1790252170200000000,KXBTCD-26SEP241230-T85000,exp 2026-09-24T12:30:00Z,-1,0.02,5,0.01,False,0.003128,829.8,1.6872,0,0.3128,0,0,0.09,1.8,-0,-0,0.0092,0.0345,0.0553,0.0875,0.0859,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.659594,n/a,defaults,synth-459,sim-o459,sim-f40,0,29.22,-3.99,0.0031276,1.362e-05,0.00633793,1.35762e-05,3.56648,0.22,queue,touch,55,0.790953,B,2,55,29.22,-1.48875,5.52083,17.4254,16.7572,1,,0,0,4,0,6.72116,3.56648,0.02,0.512219,1.68724,1790252170220000000,1,1.6872,1.6872,1.6964,1.7217,1.7425,1.7747,1.7731,2,0.2,1.5425,1.5731,0.0553,0
True,1790252192600000000,KXBTCD-26SEP241230-T85000,exp 2026-09-24T12:30:00Z,-1,0.02,1.99,0.0098,False,0.002563,807.4,1.7437,0,0.2563,0,0,0.03,1.50754,-0,0.0106,0.0106,0.0237,0.0327,0.0498,0.0564,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.659594,n/a,defaults,synth-468,sim-o468,sim-f41,0,22.12,-8.99,0.00254445,4.98418e-06,0.00521523,1.08101e-05,3.75554,0.12,queue,touch,1,0.967054,B,2,1,22.12,0.769277,-4.18477,-6.60133,-12.1253,1,,0,0,17,0,6.69379,3.75554,0.02,0.512219,1.74555,1790252192620000000,1,1.7437,1.7543,1.7543,1.7674,1.7764,1.7935,1.8001,2,0.492462,1.28394,1.30764,0.0327,0
True,1790252192600000000,KXBTCD-26SEP241230-T85000,exp 2026-09-24T12:30:00Z,-1,0.02,3.01,0.0002,False,0.002563,807.4,1.7437,0,0.2563,0,0,0.06,1.99336,-0,0.0106,0.0106,0.0237,0.0327,0.0498,0.0564,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.659594,n/a,defaults,synth-468,sim-o468,sim-f42,0,22.12,-10.98,0.00254445,4.98418e-06,0.00521523,1.08101e-05,3.75554,0.12,sweep,touch,1,0.967054,B,2,1,22.12,0.769277,-4.18477,-6.60133,-12.1253,1,,0,2,19,2,6.69379,3.75554,0.02,0.512219,1.74555,1790252192620000000,1,1.7437,1.7543,1.7543,1.7674,1.7764,1.7935,1.8001,2,0.00664452,1.76976,1.79346,0.0327,0
True,1790252207600000000,KXBTCD-26SEP241230-T83000,exp 2026-09-24T12:30:00Z,1,0.98,0.99,0.0098,False,0.998407,792.4,1.8407,1,0.1593,0,0,0.01,1.0101,0,0.0009,0.0009,-0.0193,-0.0076,0.0272,0.032,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.659594,n/a,defaults,synth-455,sim-o455,sim-f43,0,68.17,10,0.998431,0.996706,1,6.15627e-06,-4.22714,0.12,queue,touch,2,1.22111,B,98,2,68.17,-1.02688,-4.81287,-3.5842,-36.158,1,,-0,0,0,0,6.67504,4.22714,0.98,0.512219,1.84314,1790252207620000000,1,1.8407,1.8416,1.8416,1.8214,1.8331,1.8679,1.8727,2,0.989899,0.843201,0.882801,-0.0076,1
True,1790252212200000000,KXBTCD-26SEP241230-T84000,exp 2026-09-24T12:30:00Z,-1,0.58,3,0.02,False,0.541793,787.8,3.8207,1,-45.8207,0,0,-1.28,-42.6667,-0,-1.0009,-1.0009,-2.6629,-1.9515,-11.4876,-8.3245,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.659594,n/a,defaults,synth-500,sim-o500,sim-f44,0,0.22,0,0.541793,0.527796,0.549115,0.00199319,-0.0837228,0.22,queue,improve,0,2.16786,B,58,0,0.22,-0.554813,-0.554813,-12.4219,-31.8148,-0.754386,3,0,60,232,60,6.66922,0.0837228,0.58,0.512219,3.82073,1790252212220000000,1,3.8207,2.8198,2.8198,1.1578,1.8692,-7.6669,-4.5038,-42,0.666667,1.20253,-5.17047,-1.9515,1
True,1790252245600000000,KXBTCD-26SEP241230-T85000,exp 2026-09-24T12:30:00Z,-1,0.02,5,0.01,False,0.002208,754.4,1.7792,0,0.2208,0,0,0.09,1.8,-0,0.015,0.015,0.0228,0.0189,0.0327,-0.0199,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.64932,n/a,defaults,synth-482,sim-o482,sim-f45,0,52.62,-13.99,0.00212407,1.91225e-06,0.00439381,9.13996e-06,3.928,0.12,queue,touch,174,1.08725,B,2,174,52.62,-4.06225,-4.62309,-6.74728,-19.7854,1,,0,0,15,0,6.6259,3.928,0.02,0.50579,1.78759,1790252245620000000,1,1.7792,1.7942,1.7942,1.802,1.7981,1.8119,1.7593,2,0.2,1.5981,1.5593,0.0189,0
True,1790252250200000000,KXBTCD-26SEP241230-T85000,exp 2026-09-24T12:30:00Z,-1,0.01,1,0.01,False,0.00198,749.8,0.802,0,0.198,0,0,0,0,-0,-0,-0.0098,-0.0039,-0.0074,0.0144,-0.0436,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.64932,n/a,defaults,synth-528,sim-o528,sim-f46,0,4.22,-18.99,0.00198014,1.29561e-06,0.00411191,8.43972e-06,3.99619,0.22,sweep,improve,0,0.164085,B,1,0,4.22,0.215671,5.94569,6.5915,-7.39182,1,,0,13,28,13,6.61978,3.99619,0.01,0.50579,0.801986,1790252250220000000,1,0.802,0.802,0.7922,0.7981,0.7946,0.8164,0.7584,1,1,-0.2054,-0.2416,-0.0074,1
True,1790252251500000000,KXBTCD-26SEP241230-T83250,exp 2026-09-24T12:30:00Z,1,0.98,3.01,0.0002,False,0.995929,748.5,1.5929,1,0.4071,0,0,0.06,1.99336,0,-0.0151,-0.0151,0.0106,-0.012,0.0547,0.1963,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.64932,n/a,defaults,synth-463,sim-o463,sim-f47,0,105.02,6.99,0.995843,0.991733,0.999953,2.02693e-05,-3.31904,0.02,queue,touch,142,0.687777,B,98,142,105.02,-2.19787,1.24615,-3.9235,-13.0265,1,,-0,0,0,0,6.61804,3.31904,0.98,0.50579,1.58434,1790252251520000000,1,1.5929,1.5778,1.5778,1.6035,1.5809,1.6476,1.7892,2,0.00664452,1.57426,1.78256,-0.012,1
True,1790252252900000000,KXBTCD-26SEP241230-T83000,exp 2026-09-24T12:30:00Z,1,0.98,4.01,0.0002,False,0.998602,747.1,1.8602,1,0.1398,0,0,0.08,1.99501,0.0013,0.0013,0.0013,0.0095,0.0075,0.0271,0.0657,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.64932,n/a,defaults,synth-455,sim-o455,sim-f48,0,113.472,10.99,0.998621,0.997088,1,5.50335e-06,-4.36141,0.421969,queue,touch,2,1.22111,B,98,2,113.47,4.03259,-1.13253,0.0160091,-0.0876173,1,,-0,0,1,0,6.61617,4.36141,0.98,0.50579,1.86205,1790252252920000000,1,1.8615,1.8615,1.8615,1.8697,1.8677,1.8873,1.9259,2,0.00498753,1.86271,1.92091,0.0075,0
True,1790252262300000000,KXBTCD-26SEP241230-T85000,exp 2026-09-24T12:30:00Z,-1,0.01,4,0,False,0.001903,737.7,0.8097,0,0.1903,0,0,0.04,1,-0,-0.0076,-0.0076,-0.0125,-0.011,-0.0302,-0.0535,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.64932,n/a,defaults,synth-528,sim-o528,sim-f49,0,16.32,-19.99,0.00195711,1.21044e-06,0.00406612,8.39842e-06,4.00799,0.32,sweep,improve,0,0.164085,B,1,0,16.32,1.44289,2.28283,9.74647,-11.4442,1,,0,0,14,0,6.60351,4.00799,0.01,0.50579,0.804289,1790252262320000000,1,0.8097,0.8021,0.8021,0.7972,0.7987,0.7795,0.7562,1,0,0.7987,0.7562,-0.011,1
True,1790252278100000000,KXBTCD-26SEP241230-T84750,exp 2026-09-24T12:30:00Z,-1,0.02,3.99,0.0098,False,0.00614,721.9,1.386,0,0.614,0,0,0.07,1.75439,-0,0.0202,0.0202,-0.0076,-0.1156,-0.3483,-0.1893,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.64932,n/a,defaults,synth-531,sim-o532,sim-f50,0,29.12,0,0.00615041,0.000212755,0.0118971,3.27125e-05,2.99556,0.12,queue,touch,3,0.324271,B,2,3,29.12,-0.407543,-5.85878,0.847777,-15.2174,1,,0,0,0,0,6.58186,2.99556,0.02,0.50579,1.38496,1790252278120000000,1,1.386,1.4062,1.4062,1.3784,1.2704,1.0377,1.1967,2,0.245614,1.02479,0.951086,-0.1156,1
True,1790252278900000000,KXBTCD-26SEP241230-T83000,exp 2026-09-24T12:30:00Z,1,0.98,1.99,0.0098,False,0.998698,721.1,1.8698,1,0.1302,0,0,0.03,1.50754,0,0,0.0027,0.0186,0.0339,0.0569,0.0609,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.64932,n/a,defaults,synth-534,sim-o534,sim-f51,0,25.92,15,0.998698,0.997245,1,5.24021e-06,-4.42324,0.42,queue,touch,20,1.30054,B,98,20,25.92,-0,-5.21359,-1.96082,18.098,1,,-0,0,8,0,6.58075,4.42324,0.98,0.50579,1.86981,1790252278920000000,1,1.8698,1.8698,1.8725,1.8884,1.9037,1.9267,1.9307,2,0.492462,1.41124,1.43824,0.0339,0
True,1790252289300000000,KXBTCD-26SEP241230-T84750,exp 2026-09-24T12:30:00Z,-1,0.02,0.99,0.0098,False,0.007425,710.7,1.2575,0,0.7425,0,0,0.01,1.0101,-0,-0.0156,-0.0156,-0.0622,-0.0297,-0.0877,0.1795,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.631856,n/a,defaults,synth-543,sim-o543,sim-f52,0,10.82,-3.99,0.00731543,0.00038555,0.0139569,4.08745e-05,2.85889,0.32,queue,touch,34,0.431008,B,2,34,10.82,1.84925,4.90918,2.55096,37.3416,1,,0,0,4,0,6.56622,2.85889,0.02,0.495862,1.26846,1790252289320000000,1,1.2575,1.2419,1.2419,1.1953,1.2278,1.1698,1.437,2,0.989899,0.237901,0.447101,-0.0297,1
True,1790252296000000000,KXBTCD-26SEP241230-T85000,exp 2026-09-24T12:30:00Z,-1,0.03,1.01,0.0103,False,0.002224,704,2.7776,0,0.2224,0,0,0.02,1.9802,-0,-0.0039,-0.0039,0.0111,-0.0172,0.001,0.0588,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.631856,n/a,defaults,synth-539,sim-o540,sim-f53,0,33.52,-23.99,0.00231304,3.00106e-06,0.00476336,1.06388e-05,3.84787,0.02,queue,touch,16,1.35921,B,3,16,33.52,2.35925,10.6365,9.71304,16.1221,1,,0,1,20,1,6.55675,3.84787,0.03,0.495862,2.7687,1790252296020000000,1,2.7776,2.7737,2.7737,2.7887,2.7604,2.7786,2.8364,3,1.0198,1.7406,1.8166,-0.0172,1
True,1790252300000000000,KXBTCD-26SEP241230-T83000,exp 2026-09-24T12:30:00Z,1,0.98,3.01,0.0002,False,0.999073,700,1.9073,1,0.0927,0,0,0.06,1.99336,0,0.0033,0.0033,0.0144,0.017,0.0242,0.0216,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.631856,n/a,defaults,synth-534,sim-o534,sim-f54,0,47.02,16.99,0.999085,0.998036,1,3.54448e-06,-4.80955,0.02,queue,touch,20,1.30054,B,98,20,47.02,-2.67472,-5.82084,-5.75269,8.51366,1,,-0,0,10,0,6.55105,4.80955,0.98,0.495862,1.90845,1790252300020000000,1,1.9073,1.9106,1.9106,1.9217,1.9243,1.9315,1.9289,2,0.00664452,1.91766,1.92226,0.017,0
True,1790252312000000000,KXBTCD-26SEP241230-T83000,exp 2026-09-24T12:30:00Z,1,0.99,5,0.01,False,0.999259,688,0.9259,1,0.0741,0,0,0.04,0.8,0,0,-0.001,0.0012,0.0044,-0.0058,0.0006,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.631856,n/a,defaults,synth-555,sim-o556,sim-f55,0,11.52,20,0.999259,0.998397,1,2.78032e-06,-5.05395,0.02,sweep,improve,0,0.401851,B,99,0,11.52,-4.1783,1.13145,-2.43892,0.670297,1,,-0,0,16,0,6.53376,5.05395,0.99,0.495862,0.925858,1790252312020000000,1,0.9259,0.9259,0.9249,0.9271,0.9303,0.9201,0.9265,1,0.2,0.7303,0.7265,0.0044,0
True,1790252339700000000,KXBTCD-26SEP241230-T83250,exp 2026-09-24T12:30:00Z,1,0.98,5,0.01,False,0.997915,660.3,1.7915,1,0.2085,0,0,0.09,1.8,0,-0.0248,-0.0248,-0.0258,-0.0243,-0.0216,0.0536,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.631856,n/a,defaults,synth-533,sim-o533,sim-f56,0,87.72,10,0.99776,0.995382,0.999997,1.06263e-05,-3.87942,0.27,queue,touch,2,0.748934,B,98,2,87.72,1.57105,15.4789,24.983,26.3896,1,,-0,0,0,0,6.49266,3.87942,0.98,0.495862,1.77595,1790252339720000000,1,1.7915,1.7667,1.7667,1.7657,1.7672,1.7699,1.8451,2,0.2,1.5672,1.6451,-0.0243,1
True,1790252402200000000,KXBTCD-26SEP241230-T83500,exp 2026-09-24T12:30:00Z,1,0.98,5,0.01,False,0.995085,597.8,1.5085,1,0.4915,0,0,0.09,1.8,0,0,-0.0425,0,0.0028,0.071,-0.0228,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.605915,n/a,defaults,synth-605,sim-o606,sim-f57,0,11.72,0,0.995085,0.990341,0.999908,2.88822e-05,-3.18012,0.22,queue,touch,5,0.390703,B,98,5,11.72,4.22606,-6.15687,-4.94054,-24.6897,1,,-0,0,93,0,6.39322,3.18012,0.98,0.48413,1.50848,1790252402220000000,1,1.5085,1.5085,1.466,1.5085,1.5113,1.5795,1.4857,2,0.2,1.3113,1.2857,0.0028,0
True,1790252529900000000,KXBTCD-26SEP241230-T83250,exp 2026-09-24T12:30:00Z,1,0.98,0.99,0.0098,False,0.998991,470.1,1.8991,1,0.1009,0,0,0.01,1.0101,0.0019,0.0019,0.0019,0.0031,0.0165,0.0334,0.0434,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.589806,n/a,defaults,synth-672,sim-o672,sim-f58,0,12.42,15,0.998985,0.997862,1,5.26696e-06,-4.75682,0.42,queue,touch,12,1.36403,B,98,12,12.42,-3.89172,-7.60539,-9.14015,5.97756,1,,-0,0,18,0,6.1529,4.75682,0.98,0.471724,1.8985,1790252529920000000,1,1.901,1.901,1.901,1.9022,1.9156,1.9325,1.9425,2,0.989899,0.925701,0.952601,0.0165,0
True,1790252534500000000,KXBTCD-26SEP241230-T83250,exp 2026-09-24T12:30:00Z,1,0.98,4.01,0.0002,False,0.999022,465.5,1.9022,1,0.0978,0,0,0.08,1.99501,0,-0.0027,-0.0027,0.0134,0.0214,0.0343,0.0428,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.589806,n/a,defaults,synth-672,sim-o672,sim-f59,0,17.02,15.99,0.999006,0.997905,1,5.17155e-06,-4.78301,0.02,queue,touch,12,1.36403,B,98,12,17.02,1.13704,4.50442,7.58967,1.57789,1,,-0,1,19,1,6.14307,4.78301,0.98,0.471724,1.90058,1790252534520000000,1,1.9022,1.8995,1.8995,1.9156,1.9236,1.9365,1.945,2,0.00498753,1.91861,1.94001,0.0214,0
True,1790252690300000000,KXBTCD-26SEP241230-T84250,exp 2026-09-24T12:30:00Z,-1,0.23,3,0.01,False,0.137553,309.7,9.2447,0,13.7553,0,0,0.68,22.6667,-0,1.7512,0.4147,4.4665,4.3997,3.848,10.5251,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.567446,n/a,defaults,synth-737,sim-o737,sim-f60,0,0.32,0,0.137553,0.105289,0.222463,0.00187119,0.918372,0.32,cross,improve,0,0.103347,B,23,0,0.32,0.42491,-5.00043,-6.45407,-8.17008,-0.922078,4,0,264,735,0,5.73554,0.918372,0.23,0.455665,9.24474,1790252690320000000,1,9.2447,10.9959,9.6594,13.7112,13.6444,13.0927,19.7698,23,0.333333,13.3111,19.4365,4.3997,0
True,1790252712400000000,KXBTCD-26SEP241230-T84000,exp 2026-09-24T12:30:00Z,1,0.72,5,0.02,False,0.862727,287.6,14.2727,1,13.7273,0,0,1.38,27.6,2.2227,2.2227,2.6944,5.0639,5.8164,-7.4684,7.2209,KXBTCD-26SEP241230,1790253000000000000,20720,False,0.554973,n/a,defaults,synth-746,sim-o746,sim-f61,0,2.42,-3,0.862727,0.777085,0.894899,0.00199978,-0.916706,0.42,queue,improve,0,2.90885,B,72,0,2.42,-5.02353,-11.6976,-17.7086,-33.7448,0.815385,5,-0,353,628,120,5.6615,0.916706,0.72,0.44569,14.2727,1790252712420000000,1,16.4954,16.4954,16.9671,19.3366,20.0891,6.8043,21.4936,28,0.4,19.6891,21.0936,5.8164,0
True,1790253016900000000,KXBTCD-26SEP241245-T83000,exp 2026-09-24T12:45:00Z,1,0.98,0.82,0.0064,False,0.9952,883.1,1.52,1,0.48,0,0,0.01,1.21951,0.0048,0.0048,0.0048,0.0207,-0.001,0.0724,0.1365,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.577524,n/a,defaults,synth-775,sim-o780,sim-f62,0,1.92,0,0.99523,0.990594,0.999917,1.79559e-05,-3.20094,0.42,queue,touch,9,0.643126,B,98,9,1.92,4.42,-0.273701,2.07146,-17.5683,1,,-0,0,11,0,6.78342,3.20094,0.98,0.604125,1.52299,1790253016920000000,1,1.5248,1.5248,1.5248,1.5407,1.519,1.5924,1.6565,2,0.780488,0.738512,0.876012,-0.001,1
True,1790253016900000000,KXBTCD-26SEP241245-T83000,exp 2026-09-24T12:45:00Z,1,0.98,3,0,False,0.9952,883.1,1.52,1,0.48,0,0,0.06,2,0.0048,0.0048,0.0048,0.0207,-0.001,0.0724,0.1365,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.577524,n/a,defaults,synth-775,sim-o780,sim-f63,0,1.92,0.82,0.99523,0.990594,0.999917,1.79559e-05,-3.20094,0.42,sweep,touch,9,0.643126,B,98,9,1.92,4.42,-0.273701,2.07146,-17.5683,1,,-0,1,12,1,6.78342,3.20094,0.98,0.604125,1.52299,1790253016920000000,1,1.5248,1.5248,1.5248,1.5407,1.519,1.5924,1.6565,2,0,1.519,1.6565,-0.001,1
True,1790253022100000000,KXBTCD-26SEP241245-T83500,exp 2026-09-24T12:45:00Z,-1,0.99,4.99,0.0101,False,0.958917,877.9,3.1083,1,-4.1083,0,0,-0.06,-1.2024,-0,-0,-0.0765,0.1728,0.0973,-0.348,-0.5988,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.577524,n/a,defaults,synth-789,sim-o790,sim-f64,0,2.62,0,0.958917,0.917818,0.975226,0.000207434,-1.66943,0.12,queue,touch,3,1.00336,B,99,3,2.62,-1.63538,12.3016,7.99062,12.7372,0.76,3,0,2,2,2,6.77751,1.66943,0.99,0.604125,3.10828,1790253022120000000,1,3.1083,3.1083,3.0318,3.2811,3.2056,2.7603,2.5095,-1,0.202405,3.0032,2.3071,0.0973,0
True,1790253055800000000,KXBTCD-26SEP241245-T85000,exp 2026-09-24T12:45:00Z,-1,0.02,3.99,0.0098,False,0.005529,844.2,1.4471,0,0.5529,0,0,0.07,1.75439,-0,0.0142,0.0142,-0.0199,0.0324,0.0392,0.1723,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.577524,n/a,defaults,synth-776,sim-o785,sim-f65,0,40.82,0,0.00539836,0.000133089,0.0105482,2.12944e-05,3.09952,0.32,queue,touch,13,0.507464,B,2,13,40.82,0.0403189,-1.2002,-6.17359,-6.73946,1,,0,0,0,0,6.73837,3.09952,0.02,0.604125,1.46016,1790253055820000000,1,1.4471,1.4613,1.4613,1.4272,1.4795,1.4863,1.6194,2,0.245614,1.23389,1.37379,0.0324,0
True,1790253063700000000,KXBTCD-26SEP241245-T83000,exp 2026-09-24T12:45:00Z,1,0.98,1.18,0.0036,False,0.996101,836.3,1.6101,1,0.3899,0,0,0.02,1.69492,0,-0.0065,-0.0065,0.0484,0.0638,-0.0513,-0.0054,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.58032,n/a,defaults,synth-775,sim-o780,sim-f66,0,48.72,3.82,0.996026,0.992069,0.999961,1.49843e-05,-3.35607,0.22,queue,touch,9,0.643126,B,98,9,48.72,1.38059,-1.13221,5.9752,4.96063,1,,-0,0,4,0,6.72896,3.35607,0.98,0.603278,1.60259,1790253063720000000,1,1.6101,1.6036,1.6036,1.6585,1.6739,1.5588,1.6047,2,0.305085,1.36882,1.29962,0.0638,0
True,1790253066700000000,KXBTCD-26SEP241245-T85000,exp 2026-09-24T12:45:00Z,-1,0.02,5,0.01,False,0.005439,833.3,1.4561,0,0.5439,0,0,0.09,1.8,-0,-0.0293,-0.0293,-0.1132,-0.0273,0.1922,0.157,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.58032,n/a,defaults,synth-821,sim-o820,sim-f67,0,10.72,-3.99,0.00562751,0.000155136,0.0109615,2.25569e-05,3.06586,0.22,queue,touch,24,0.539824,B,2,24,10.72,0,6.54607,13.2291,19.6113,1,,0,0,4,0,6.72537,3.06586,0.02,0.603278,1.43725,1790253066720000000,1,1.4561,1.4268,1.4268,1.3429,1.4288,1.6483,1.6131,2,0.2,1.2288,1.4131,-0.0273,1
True,1790253069000000000,KXBTCD-26SEP241245-T83000,exp 2026-09-24T12:45:00Z,1,0.98,0.98,0.0096,False,0.996755,831,1.6755,1,0.3245,0,0,0.01,1.02041,0,0,0.011,-0.0051,-0.0165,-0.1661,-0.0249,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.58032,n/a,defaults,synth-826,sim-o826,sim-f68,0,5.02,5,0.996755,0.993439,0.999984,1.18438e-05,-3.53352,0.02,queue,touch,239,0.804774,B,98,239,5.02,-0.263299,-8.93285,-9.87715,-56.2609,1,,-0,12,16,12,6.72261,3.53352,0.98,0.603278,1.6755,1790253069020000000,1,1.6755,1.6755,1.6865,1.6704,1.659,1.5094,1.6506,2,0.979592,0.679408,0.671008,-0.0165,1
True,1790253090300000000,KXBTCD-26SEP241245-T83500,exp 2026-09-24T12:45:00Z,-1,0.99,1,0.01,False,0.957531,809.7,3.2469,1,-4.2469,0,0,-0.02,-2,-0,-0.2034,-0.2034,0.8551,1.2207,-0.2167,0.5729,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.58032,n/a,defaults,synth-844,sim-o844,sim-f69,0,10.32,-4.99,0.957531,0.915131,0.973761,0.00022592,-1.6485,0.32,queue,improve,0,0.118701,B,99,0,10.32,-2.2534,4.39498,-1.81289,-45.7058,-0.929412,3,0,0,74,0,6.69664,1.6485,0.99,0.603278,3.24694,1790253090320000000,1,3.2469,3.0435,3.0435,4.102,4.4676,3.0302,3.8198,-1,1,3.4676,2.8198,1.2207,0
