synthetic,ts,ticker,event,side,px,contracts,fee,is_taker,F,tau_s,gross_edge_c,settle,to_settle_c,hedge_cost,hedge_pnl,net,net_c_per_ct,mo_0.1s_c,mo_0.5s_c,mo_1s_c,mo_5s_c,mo_10s_c,mo_30s_c,mo_60s_c,coid,order_id,trade_id,queue_ahead_ct,order_age_s,pos_before_ct,F_cycle,F_lo,F_hi,delta_btc,z,fv_age_s,mechanism,quote_position,q_eff_at_place_ct,modeled_value_c,policy,yes_px_c
True,1790253090320000000,KXBTCD-26SEP241245-T83500,KXBTCD-26SEP241245,-1,0.99,1,0.01,False,0.957531,809.68,3.2469,1,-4.2469,0,0,-0.02,-2,-0,-0.2034,-0.2034,0.8551,1.2207,-0.2167,0.5729,synth-836,sim-o836,sim-f67,0,10.3306,-4.99,0.957531,0.915131,0.973761,0.00022592,-1.6485,0.330647,queue,improve,0,0.118701,B,99
True,1790253095120000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.003602,804.88,1.6398,0,0.3602,0,0,0.09,1.8,-0,-0,0.0085,0.0247,-0.0172,0.0134,0.0934,synth-821,sim-o821,sim-f68,0,28.1282,-8.99,0.00360185,2.57342e-05,0.00723446,1.3659e-05,3.44191,0.128237,queue,touch,26,0.446376,B,2
True,1790253114420000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,4.02,0.0004,False,0.995887,785.58,1.5887,1,0.4113,0,0,0.08,1.99005,0.0023,0.0023,0.0023,0.0141,0.016,-0.0023,-0.0267,synth-818,sim-o818,sim-f69,0,50.4309,5.98,0.995869,0.991777,0.999954,1.62625e-05,-3.32376,0.430863,queue,touch,239,0.804774,B,98
True,1790253118520000000,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.48,3,0.02,False,0.490852,781.48,1.0852,1,50.9148,0,0,1.54,51.3333,0,0.5479,0.5479,-1.9317,2.8447,-8.1143,-9.5727,synth-885,sim-o885,sim-f70,0,1.53245,0,0.490852,0.489239,0.493925,0.00168879,0.018282,0.0324515,sweep,improve,0,0.563233,B,48
True,1790253118620000000,KXBTCD-26SEP241245-T83500,KXBTCD-26SEP241245,-1,0.99,1.99,0.0101,False,0.958956,781.38,3.1044,1,-4.1044,0,0,-0.03,-1.50754,-0,-0,-0.0742,0.0358,-0.517,0.7839,0.682,synth-872,sim-o872,sim-f71,0,16.6308,-5.99,0.958956,0.917844,0.975238,0.000222415,-1.66961,0.130814,queue,behind,12,0.371436,B,99
True,1790253156820000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,1.99,0.0098,False,0.002513,743.18,1.7487,0,0.2513,0,0,0.03,1.50754,-0,-0.0124,-0.0124,0.0023,0.0053,0.0135,-0.0177,synth-861,sim-o861,sim-f72,0,61.3245,-13.99,0.00258857,5.39085e-06,0.00529783,9.7769e-06,3.74113,0.324472,queue,touch,115,0.875462,B,2
True,1790253158820000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,3.01,0.0002,False,0.002606,741.18,1.7394,0,0.2606,0,0,0.06,1.99336,-0,0.0011,0.0011,0.0238,0.0339,0.0203,-0.0016,synth-861,sim-o861,sim-f73,0,63.3262,-15.98,0.00262794,5.81413e-06,0.00537383,9.96784e-06,3.72716,0.326243,queue,touch,115,0.875462,B,2
True,1790253160620000000,KXBTCD-26SEP241245-T83500,KXBTCD-26SEP241245,-1,0.98,4.94,0.0112,False,0.94971,739.38,3.029,1,-5.029,0,0,-0.11,-2.22672,-0,0.3058,0.3058,0.3822,0.623,-0.6721,-1.8967,synth-923,sim-o924,sim-f74,0,2.62756,-7.98,0.949053,0.899598,0.967002,0.000292475,-1.53586,0.127565,queue,touch,9,0.812082,B,98
True,1790253170720000000,KXBTCD-26SEP241245-T83500,KXBTCD-26SEP241245,-1,0.98,5,0.01,False,0.94348,729.28,3.652,1,-5.652,0,0,-0.11,-2.2,-0,-0,-0.2638,-0.1803,-1.0774,-1.9007,-2.5076,synth-926,sim-o927,sim-f75,0,9.73149,-12.92,0.94348,0.889963,0.96286,0.000329159,-1.47232,0.231489,queue,touch,14,0.941484,B,98
True,1790253185220000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.006643,714.78,1.3357,0,0.6643,0,0,0.09,1.8,-0,-0,-0.0172,-0.0125,-0.063,-0.1595,-0.0714,synth-918,sim-o918,sim-f76,0,29.232,0,0.00664262,0.000278368,0.0127713,3.04959e-05,2.93445,0.23204,queue,touch,1,0.248947,B,2
True,1790253193420000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.007106,706.58,1.2894,0,0.7106,0,0,0.09,1.8,-0,-0,0.0225,-0.0195,-0.0315,-0.0051,-0.0747,synth-943,sim-o943,sim-f77,0,7.92631,-5,0.00710562,0.000349863,0.0135879,3.31936e-05,2.8816,0.426307,queue,touch,57,0.296358,B,2
True,1790253206120000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.002703,693.88,1.7297,0,0.2703,0,0,0.09,1.8,-0,-0,-0.0095,0.0057,0.0013,0.0407,0.0159,synth-925,sim-o925,sim-f78,0,47.1373,-18.99,0.00270327,6.6562e-06,0.00551925,1.08014e-05,3.70215,0.137292,queue,touch,34,1.05427,B,2
True,1790253214620000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,1.01,0.0102,False,0.002818,685.38,1.7182,0,0.2818,0,0,0.01,0.990099,-0,0.0099,0.0099,0.0184,0.0487,0.0426,0.0604,synth-959,sim-o959,sim-f79,0,8.12808,-23.99,0.00274205,7.13154e-06,0.00559167,1.10638e-05,3.68922,0.128084,queue,touch,1,0.20747,B,2
True,1790253251320000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,0.99,0.0098,False,0.997833,648.68,1.7833,1,0.2167,0,0,0.01,1.0101,0,0,0.0126,-0.0002,0.0151,0.0429,0.0829,synth-881,sim-o881,sim-f80,0,136.829,10,0.997833,0.995523,0.999998,8.74832e-06,-3.91152,0.329245,queue,touch,149,0.780079,B,98
True,1790253260020000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,1,0,False,0.997944,639.98,1.7944,1,0.2056,0,0,0.02,2,0,0,0.004,0.0205,0.0122,0.0131,0.0626,synth-881,sim-o881,sim-f81,0,145.53,10.99,0.997944,0.995741,0.999998,8.28692e-06,-3.9627,0.0301996,queue,touch,149,0.780079,B,98
True,1790253263220000000,KXBTCD-26SEP241245-T83250,KXBTCD-26SEP241245,1,0.98,5,0.01,False,0.994008,636.78,1.4008,1,0.5992,0,0,0.09,1.8,0,0,-0.0017,0.0216,-0.0049,0.0507,0.1324,synth-997,sim-o997,sim-f82,0,10.7254,0,0.994008,0.988391,0.999807,2.92637e-05,-3.01735,0.225376,queue,touch,12,0.460155,B,98
True,1790253278220000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,3.01,0.0002,False,0.998275,621.78,1.8275,1,0.1725,0,0,0.06,1.99336,0,0,0.0022,-0.0008,-0.0084,0.028,0.0185,synth-881,sim-o881,sim-f83,0,163.732,11.99,0.998275,0.996396,0.999999,6.8418e-06,-4.13662,0.232405,queue,touch,149,0.780079,B,98
True,1790253288720000000,KXBTCD-26SEP241245-T83250,KXBTCD-26SEP241245,1,0.98,0.99,0.0098,False,0.994476,611.28,1.4476,1,0.5524,0,0,0.01,1.0101,0,-0.0107,-0.0107,0.0039,0.038,0.1015,0.0234,synth-1006,sim-o1006,sim-f84,0,23.23,5,0.994471,0.989228,0.999856,2.7303e-05,-3.08273,0.229985,queue,touch,3,0.60183,B,98
True,1790253288720000000,KXBTCD-26SEP241245-T83250,KXBTCD-26SEP241245,1,0.98,4,0,False,0.994476,611.28,1.4476,1,0.5524,0,0,0.08,2,0,-0.0107,-0.0107,0.0039,0.038,0.1015,0.0234,synth-1006,sim-o1006,sim-f85,0,23.23,5.99,0.994471,0.989228,0.999856,2.7303e-05,-3.08273,0.229985,sweep,touch,3,0.60183,B,98
True,1790253293720000000,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.47,5,0.03,False,0.532657,606.28,6.2657,1,46.7343,0,0,2.62,52.4,0,-0.2095,-0.4211,0.0613,4.5531,-3.5625,-15.7754,synth-1025,sim-o1025,sim-f86,0,2.23799,3,0.532657,0.521676,0.538392,0.00201863,-0.065272,0.237992,queue,behind,84,0.77318,B,47
True,1790253295320000000,KXBTCD-26SEP241245-T83250,KXBTCD-26SEP241245,1,0.98,5,0.01,False,0.99446,604.68,1.446,1,0.554,0,0,0.09,1.8,0,0,-0.0011,0.0475,0.1241,0.0858,-0.0556,synth-1026,sim-o1026,sim-f87,0,1.83241,9.99,0.99446,0.989205,0.999855,2.7538e-05,-3.08128,0.332407,queue,touch,1,0.54286,B,98
True,1790253316020000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,5,0.01,False,0.998666,583.98,1.8666,1,0.1334,0,0,0.09,1.8,0,0,-0.0053,-0.0079,-0.0199,-0.0341,-0.0024,synth-1018,sim-o1018,sim-f88,0,37.5326,15,0.998666,0.997187,1,5.30405e-06,-4.40839,0.0326127,queue,touch,22,1.23695,B,98
True,1790253317420000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.006018,582.58,1.3982,0,0.6018,0,0,0.09,1.8,-0,-0,0.048,0.0563,0.1307,0.2638,0.2661,synth-1021,sim-o1021,sim-f89,0,30.435,-10,0.00601815,0.0001944,0.0116412,3.1494e-05,3.01592,0.434989,queue,touch,2,0.308991,B,2
True,1790253343920000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,1.99,0.0098,False,0.003399,556.08,1.6601,0,0.3399,0,0,0.03,1.50754,-0.0087,-0.0087,-0.0087,-0.0117,0.0328,0.0117,0.0101,synth-1047,sim-o1047,sim-f90,0,26.4244,-15,0.00346288,2.0397e-05,0.00693799,1.69861e-05,3.488,0.424361,queue,touch,6,0.484472,B,2
True,1790253347720000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.99,2,0.01,False,0.998321,552.28,0.8321,1,0.1679,0,0,0.01,0.5,0,0.0072,0.0072,0.0006,-0.0008,0.0363,0.0609,synth-1044,sim-o1044,sim-f91,0,31.2406,20,0.998313,0.996491,1,7.27019e-06,-4.17521,0.240569,sweep,improve,0,0.309099,B,99
True,1790253376320000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,1,0,False,0.00327,523.68,1.673,0,0.327,0,0,0.02,2,-0,-0,-0.0087,0.0291,0.0639,0.001,0.1332,synth-1047,sim-o1047,sim-f92,0,58.8316,-16.99,0.00326955,1.51968e-05,0.0065598,1.63993e-05,3.54559,0.331576,queue,touch,6,0.484472,B,2
True,1790253391920000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.99,2,0,False,0.998662,508.08,0.8662,1,0.1338,0,0,0.02,1,0.0038,0.0038,0.0038,-0.002,0.0243,0.0369,0.0228,synth-1044,sim-o1044,sim-f93,0,75.428,22,0.998691,0.997259,1,5.62127e-06,-4.45728,0.428048,sweep,improve,0,0.309099,B,99
True,1790253420320000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,1,0.01,False,0.998942,479.68,1.8942,1,0.1058,0,0,0.01,1,0,0,0.0089,0.013,0.0097,-0.0048,0.0056,synth-1079,sim-o1079,sim-f94,0,27.834,24,0.998942,0.997771,1,4.51375e-06,-4.70509,0.33403,queue,touch,27,0.525832,B,98
True,1790253438620000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,2.01,0.0002,False,0.001945,461.38,1.8055,0,0.1945,0,0,0.04,1.99005,-0,0.0065,0.0065,0.0382,0.051,0.0695,0.0788,synth-1047,sim-o1047,sim-f95,0,121.128,-17.99,0.00189451,7.74191e-07,0.00388805,9.40618e-06,4.08494,0.127993,queue,touch,6,0.484472,B,2
True,1790253442920000000,KXBTCD-26SEP241245-T83250,KXBTCD-26SEP241245,1,0.98,5,0.01,False,0.996104,457.08,1.6104,1,0.3896,0,0,0.09,1.8,-0.0212,-0.0212,-0.0212,-0.0448,-0.009,-0.0002,0.1497,synth-1030,sim-o1030,sim-f96,0,147.443,14.99,0.99611,0.99232,0.999968,2.22616e-05,-3.40142,0.443395,queue,touch,49,0.507908,B,98
True,1790253465220000000,KXBTCD-26SEP241245-T84750,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.001547,434.78,1.8453,0,0.1547,0,0,0.09,1.8,-0,-0,0.0087,0.042,0.0424,0.0395,0.0265,synth-1110,sim-o1110,sim-f97,0,18.2252,-20,0.00154706,2.06253e-07,0.00319783,7.6617e-06,4.30469,0.2252,queue,touch,9,1.29636,B,2
True,1790253611820000000,KXBTCD-26SEP241245-T84250,KXBTCD-26SEP241245,1,0.02,5,0.01,False,0.048853,288.18,2.8853,0,-4.8853,0,0,-0.11,-2.2,0,-0.3497,0.0449,0.1286,0.7979,2.9779,-3.6562,synth-1185,sim-o1185,sim-f98,0,2.33925,0,0.0488528,0.0318671,0.0994442,0.000539973,1.54439,0.339246,queue,touch,39,0.305858,B,2
True,1790253624620000000,KXBTCD-26SEP241245-T84500,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.005881,275.38,1.4119,0,0.5881,0,0,0.09,1.8,-0,-0.0054,-0.0054,0.1329,0.1232,0.2995,0.4498,synth-1189,sim-o1187,sim-f99,0,12.6315,0,0.00586307,0.000149203,0.0110953,4.82356e-05,3.07542,0.131524,queue,touch,7,0.713852,B,2
True,1790253657420000000,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,-1,0.54,5,0.03,False,0.515375,242.58,2.4625,1,-48.4625,0,0,-2.33,-46.6,-1.5413,-1.5413,0.7851,5.7318,19.1858,15.2028,-22.5982,synth-1205,sim-o1204,sim-f100,0,0.432134,8,0.515375,0.509793,0.518076,0.00397089,-0.0295367,0.432134,cross,improve,0,1.67453,B,54
True,1790253794020000000,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.6,4,0.02,False,0.741644,105.98,14.1644,1,25.8356,0,0,1.58,39.5,0,-3.2732,0.1332,-4.2096,12.112,23.4517,25.807,synth-1234,sim-o1233,sim-f101,0,0.531509,3,0.741644,0.660919,0.774442,0.00568611,-0.502233,0.0315093,sweep,improve,0,7.05961,B,60
True,1790253807320000000,KXBTCD-26SEP241245-T84500,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.00033,92.68,1.967,0,0.033,0,0,0.09,1.8,-0,-0,-0.0011,0.0025,0.0076,0.0228,0.032,synth-1240,sim-o1239,sim-f102,0,7.32894,-5,0.000329562,8.17974e-16,0.000690001,3.01009e-06,6.78688,0.328945,queue,touch,32,0.544188,B,2
True,1790253815920000000,KXBTCD-26SEP241245-T83750,KXBTCD-26SEP241245,1,0.98,5,0.01,False,0.999551,84.08,1.9551,1,0.0449,0,0,0.09,1.8,0,0,-0.0057,0.0158,0.0176,0.0414,0.0449,synth-1239,sim-o1238,sim-f103,0,16.4246,0,0.999551,0.999064,1,4.82069e-06,-6.26126,0.424643,queue,touch,36,0.1623,B,98
True,1790253917620000000,KXBTCD-26SEP241300-T84750,KXBTCD-26SEP241300,1,0.03,5,0.01,False,0.059724,882.38,2.9724,0,-5.9724,0,0,-0.16,-3.2,0,0,0.2836,0.6524,0.1388,1.4363,3.2921,synth-1242,sim-o1251,sim-f104,0,2.64033,0,0.0597236,0.0395354,0.115243,0.000314321,1.43951,0.140331,queue,touch,35,0.260413,B,3
True,1790253925820000000,KXBTCD-26SEP241300-T84750,KXBTCD-26SEP241300,1,0.03,5,0.01,False,0.061805,874.18,3.1805,0,-6.1805,0,0,-0.16,-3.2,0,0.0778,-0.1224,0.5999,0.8684,0.7584,4.1629,synth-1257,sim-o1256,sim-f105,0,7.83164,5,0.0610051,0.0405098,0.117353,0.000323075,1.42657,0.331635,queue,touch,8,0.379798,B,3
True,1790253937020000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,5,0.01,False,0.996718,862.98,1.6718,1,0.3282,0,0,0.09,1.8,0,0,0.0237,0.0158,0.0219,0.0499,0.1242,synth-1244,sim-o1250,sim-f106,0,22.0256,0,0.996718,0.993367,0.999983,1.197e-05,-3.5228,0.0256416,queue,touch,15,0.768598,B,98
True,1790253938920000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,4.84,0.0068,False,0.996955,861.08,1.6955,1,0.3045,0,0,0.09,1.8595,-0.0062,-0.0062,-0.0062,-0.0015,-0.0011,0.0318,0.1024,synth-1271,sim-o1271,sim-f107,0,1.43539,5,0.997029,0.993962,0.999989,1.06529e-05,-3.61207,0.43539,queue,touch,26,0.958805,B,98
True,1790253950420000000,KXBTCD-26SEP241300-T85250,KXBTCD-26SEP241300,-1,0.02,1.99,0.0098,False,0.006603,849.58,1.3397,0,0.6603,0,0,0.03,1.50754,-0,-0,0.0401,0.0537,0.0405,-0.0706,-0.3536,synth-1247,sim-o1249,sim-f108,0,35.4274,0,0.00660292,0.000274115,0.0127098,2.7366e-05,2.93792,0.427357,queue,touch,37,0.511248,B,2
True,1790253958120000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,0.99,0.0098,False,0.996921,841.88,1.6921,1,0.3079,0,0,0.01,1.0101,0,0,-0.0016,0.0133,0.0352,0.0947,0.1719,synth-1276,sim-o1276,sim-f109,0,19.1323,9.84,0.996921,0.993754,0.999987,1.12613e-05,-3.58024,0.132326,queue,touch,31,0.961936,B,98
True,1790253958120000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,4.01,0.0002,False,0.996921,841.88,1.6921,1,0.3079,0,0,0.08,1.99501,0,0,-0.0016,0.0133,0.0352,0.0947,0.1719,synth-1276,sim-o1276,sim-f110,0,19.1324,10.83,0.996921,0.993754,0.999987,1.12613e-05,-3.58024,0.132372,queue,touch,31,0.961936,B,98
True,1790253967620000000,KXBTCD-26SEP241300-T84750,KXBTCD-26SEP241300,1,0.04,3.99,0.0104,False,0.072252,832.38,3.2252,0,-7.2252,0,0,-0.17,-4.26065,0,0,0.8497,0.1528,2.0393,3.0304,10.518,synth-1284,sim-o1283,sim-f111,0,3.63703,10,0.072252,0.0492256,0.13506,0.000398705,1.32391,0.137031,queue,touch,1,0.417621,B,4
True,1790253968820000000,KXBTCD-26SEP241300-T85250,KXBTCD-26SEP241300,-1,0.02,3.01,0.0002,False,0.006299,831.18,1.3701,0,0.6299,0,0,0.06,1.99336,-0,-0.0193,-0.0193,-0.02,-0.1089,-0.1248,-0.7995,synth-1247,sim-o1249,sim-f112,0,53.8281,-1.99,0.00672424,0.000291509,0.0129199,2.8497e-05,2.92375,0.328087,queue,touch,37,0.511248,B,2
True,1790253986620000000,KXBTCD-26SEP241300-T83500,KXBTCD-26SEP241300,1,0.98,1.99,0.0098,False,0.994675,813.38,1.4675,1,0.5325,0,0,0.03,1.50754,0,0.0114,0.0114,0.0161,-0.0087,0.1773,0.1217,synth-1289,sim-o1288,sim-f113,0,18.1238,0,0.9948,0.989813,0.999885,2.13772e-05,-3.13047,0.123788,queue,touch,1,0.275196,B,98
True,1790253999820000000,KXBTCD-26SEP241300-T85250,KXBTCD-26SEP241300,-1,0.02,4.99,0.0098,False,0.007286,800.18,1.2714,0,0.7286,0,0,0.09,1.80361,-0,0.0278,0.0278,-0.1282,-0.3112,-0.5736,-0.3283,synth-1291,sim-o1290,sim-f114,0,30.8241,-5,0.00703084,0.000338683,0.0134588,3.06736e-05,2.88907,0.324066,queue,touch,41,0.346977,B,2
True,1790253999820000000,KXBTCD-26SEP241300-T85250,KXBTCD-26SEP241300,-1,0.02,0.01,0.0002,False,0.007286,800.18,1.2714,0,0.7286,0,0,0,0,-0,0.0278,0.0278,-0.1282,-0.3112,-0.5736,-0.3283,synth-1291,sim-o1290,sim-f115,0,30.8306,-9.99,0.00703084,0.000338683,0.0134588,3.06736e-05,2.88907,0.330614,queue,touch,41,0.346977,B,2
True,1790254035120000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,5,0.01,False,0.998246,764.88,1.8246,1,0.1754,0,0,0.09,1.8,0,0,-0.0001,0.0012,0.0056,0.0135,0.0563,synth-1282,sim-o1281,sim-f116,0,76.6294,14.84,0.998246,0.996335,0.999999,5.78061e-06,-4.11546,0.129369,queue,touch,31,0.963002,B,98
True,1790254039020000000,KXBTCD-26SEP241300-T83500,KXBTCD-26SEP241300,1,0.98,3.01,0.0002,False,0.995723,760.98,1.5723,1,0.4277,0,0,0.06,1.99336,0,0,0.0012,0.0386,0.0238,0.0454,0.1664,synth-1289,sim-o1288,sim-f117,0,70.5349,1.99,0.995723,0.991505,0.999947,1.66059e-05,-3.29452,0.0348632,queue,touch,1,0.275196,B,98
True,1790254049720000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,1.99,0.0098,False,0.998345,750.28,1.8345,1,0.1655,0,0,0.03,1.50754,0,-0.0057,-0.0057,-0.0051,-0.0093,0.0103,0.0742,synth-1357,sim-o1355,sim-f118,0,14.2378,19.84,0.998332,0.996509,1,5.50041e-06,-4.16657,0.237756,queue,touch,2,1.20168,B,98
True,1790254049720000000,KXBTCD-26SEP241300-T83250,KXBTCD-26SEP241300,1,0.98,3.01,0.0002,False,0.998345,750.28,1.8345,1,0.1655,0,0,0.06,1.99336,0,-0.0057,-0.0057,-0.0051,-0.0093,0.0103,0.0742,synth-1357,sim-o1355,sim-f119,0,14.2449,21.83,0.998332,0.996509,1,5.50041e-06,-4.16657,0.244931,sweep,touch,2,1.20168,B,98
True,1790254051520000000,KXBTCD-26SEP241300-T83500,KXBTCD-26SEP241300,1,0.98,5,0.01,False,0.995613,748.48,1.5613,1,0.4387,0,0,0.09,1.8,0,0.0008,0.0008,0.04,0.022,0.0708,0.2423,synth-1368,sim-o1367,sim-f120,0,12.0271,5,0.995418,0.990945,0.99993,1.81732e-05,-3.23641,0.0270836,queue,touch,38,0.735525,B,98
True,1790254090620000000,KXBTCD-26SEP241300-T85000,KXBTCD-26SEP241300,1,0.01,2,0.01,False,0.043087,709.38,3.3087,0,-4.3087,0,0,-0.03,-1.5,0,0,0.2604,0.302,1.4278,3.8866,0.9142,synth-1323,sim-o1323,sim-f121,0,85.1337,0,0.0430868,0.0269191,0.0860988,0.000241104,1.63911,0.133744,queue,improve,0,0.150758,B,1
True,1790254128620000000,KXBTCD-26SEP241300-T83750,KXBTCD-26SEP241300,1,0.98,5,0.01,False,0.994517,671.38,1.4517,1,0.5483,0,0,0.09,1.8,0,0,-0.0151,-0.0119,-0.1004,0,0.1254,synth-1432,sim-o1431,sim-f122,0,10.1315,0,0.994517,0.989308,0.99986,2.40542e-05,-3.08896,0.131504,queue,touch,12,0.584645,B,98
True,1790254171920000000,KXBTCD-26SEP241300-T85000,KXBTCD-26SEP241300,1,0.02,3,0.01,False,0.058059,628.08,3.8059,0,-5.8059,0,0,-0.07,-2.33333,0,0,0.3075,-0.197,0.8127,0.3977,1.2725,synth-1458,sim-o1457,sim-f123,0,11.9265,2,0.0580589,0.0383118,0.112736,0.000355145,1.45544,0.426493,queue,touch,8,0.890264,B,2
True,1790254185620000000,KXBTCD-26SEP241300-T84250,KXBTCD-26SEP241300,-1,0.98,5,0.01,False,0.943149,614.38,3.6851,0,94.3149,0,0,4.89,97.8,-0,0.4012,0.4012,-0.1707,-1.1332,0.2027,-2.1862,synth-1466,sim-o1465,sim-f124,0,4.12526,0,0.941979,0.887313,0.961715,0.000359323,-1.45577,0.125258,queue,touch,1,1.34582,B,98
True,1790254192620000000,KXBTCD-26SEP241300-T83500,KXBTCD-26SEP241300,1,0.98,5,0.01,False,0.998719,607.38,1.8719,1,0.1281,0,0,0.09,1.8,0,0,0.0011,-0.0119,-0.0034,-0.0027,0.039,synth-1471,sim-o1468,sim-f125,0,6.62383,10,0.998719,0.99729,1,4.57058e-06,-4.44527,0.123827,queue,touch,11,1.26596,B,98
True,1790254254820000000,KXBTCD-26SEP241300-T85000,KXBTCD-26SEP241300,1,0.03,5,0.01,False,0.076452,545.18,4.6452,0,-7.6452,0,0,-0.16,-3.2,0,0.6475,0.6475,0.8569,2.6549,0.4972,-2.8121,synth-1508,sim-o1508,sim-f126,0,4.34191,5,0.076452,0.052653,0.142141,0.000525928,1.28586,0.341909,queue,touch,1,0.688202,B,3
True,1790254280620000000,KXBTCD-26SEP241300-T83750,KXBTCD-26SEP241300,1,0.98,4.99,0.0098,False,0.998145,519.38,1.8145,1,0.1855,0,0,0.09,1.80361,0,0,-0.0045,0.0118,0.0145,0.0055,0.0329,synth-1522,sim-o1521,sim-f127,0,13.1318,5,0.998145,0.996169,0.999999,7.87835e-06,-4.08887,0.131827,queue,touch,8,1.19138,B,98
True,1790254354420000000,KXBTCD-26SEP241300-T84250,KXBTCD-26SEP241300,-1,0.99,1,0.01,False,0.969076,445.58,2.0924,0,96.9076,0,0,0.98,98,-0,-0,0.206,-0.2587,0.1338,1.7458,1.2567,synth-1544,sim-o1543,sim-f128,0,1.92484,-5,0.969076,0.937464,0.984899,0.000230493,-1.84278,0.424842,queue,improve,0,0.182275,B,99
True,1790254430120000000,KXBTCD-26SEP241300-T84500,KXBTCD-26SEP241300,-1,0.56,5,0.03,False,0.52243,369.88,3.757,0,52.243,0,0,2.77,55.4,-0,0.637,-1.2743,2.9238,0.3287,-1.3417,16.8782,synth-1588,sim-o1587,sim-f129,0,0.124628,0,0.52243,0.514624,0.526372,0.00281436,-0.0440671,0.124628,cross,improve,0,2.50259,B,56
True,1790254457420000000,KXBTCD-26SEP241300-T83500,KXBTCD-26SEP241300,1,0.98,2.99,0.0098,False,0.999593,342.58,1.9593,1,0.0407,0,0,0.05,1.67224,0,0,-0.0009,-0.0042,0,-0.0005,-0.0016,synth-1591,sim-o1590,sim-f130,0,26.4324,15,0.999593,0.999131,1,1.66131e-06,-6.01669,0.432362,queue,touch,16,1.48317,B,98
True,1790254459720000000,KXBTCD-26SEP241300-T83500,KXBTCD-26SEP241300,1,0.98,2.01,0.0002,False,0.999588,340.28,1.9588,1,0.0412,0,0,0.04,1.99005,0,0,0,0.0003,0.0006,0.0006,0.003,synth-1591,sim-o1590,sim-f131,0,28.735,17.99,0.999588,0.999121,1,1.69467e-06,-6.00066,0.234954,queue,touch,16,1.48317,B,98
True,1790254560220000000,KXBTCD-26SEP241300-T85250,KXBTCD-26SEP241300,-1,0.02,2.5,0.01,False,0.0002,239.78,1.98,0,0.02,0,0,0.04,1.6,-0,-0.0063,-0.0063,-0.0024,-0.0025,0.0034,0.0085,synth-1619,sim-o1618,sim-f132,0,20.7252,-10,0.000196617,6.99396e-19,0.00041295,7.85704e-07,7.48219,0.225181,queue,touch,4,1.33653,B,2
True,1790254567920000000,KXBTCD-26SEP241300-T83750,KXBTCD-26SEP241300,1,0.98,0.99,0.0098,False,0.994503,232.08,1.4503,1,0.5497,0,0,0.01,1.0101,0,0,0.0004,0.0628,-0.0804,-0.0172,-0.3099,synth-1622,sim-o1621,sim-f133,0,14.431,9.99,0.994503,0.989662,0.999893,4.27825e-05,-3.14882,0.431022,queue,touch,70,0.776015,B,98
